time-ns,optical_power-mW,label
29.934179853550173,2.017686593562079,4ns
30.0,2.017686593562079,4ns
30.0,2.017686593562079,4ns
30.06713654937882,2.070746374248319,4ns
30.06713654937882,2.070746374248319,4ns
30.16586676905356,2.070746374248319,4ns
30.16586676905356,2.070746374248319,4ns
30.231686915503385,2.017686593562079,4ns
30.231686915503385,2.017686593562079,4ns
30.297507061953212,2.017686593562079,4ns
30.297507061953212,2.017686593562079,4ns
30.36332720840304,2.070746374248319,4ns
30.36332720840304,2.070746374248319,4ns
30.429147354852862,2.017686593562079,4ns
30.429147354852862,2.017686593562079,4ns
30.5278775745276,2.1238061549345586,4ns
30.5278775745276,2.1238061549345586,4ns
30.593697720977428,2.070746374248319,4ns
30.593697720977428,2.070746374248319,4ns
30.659517867427255,2.070746374248319,4ns
30.659517867427255,2.070746374248319,4ns
30.725338013877078,2.070746374248319,4ns
30.725338013877078,2.070746374248319,4ns
30.82406823355182,2.017686593562079,4ns
30.82406823355182,2.017686593562079,4ns
30.889888380001643,2.017686593562079,4ns
30.889888380001643,2.017686593562079,4ns
30.95570852645147,2.017686593562079,4ns
30.95570852645147,2.017686593562079,4ns
31.05443874612621,1.9646268128758393,4ns
31.05443874612621,1.9646268128758393,4ns
31.120258892576036,2.070746374248319,4ns
31.120258892576036,2.070746374248319,4ns
31.18607903902586,2.017686593562079,4ns
31.18607903902586,2.017686593562079,4ns
31.251899185475686,2.070746374248319,4ns
31.251899185475686,2.070746374248319,4ns
31.317719331925513,1.9646268128758393,4ns
31.317719331925513,1.9646268128758393,4ns
31.41644955160025,2.017686593562079,4ns
31.41644955160025,2.017686593562079,4ns
31.482269698050075,2.017686593562079,4ns
31.482269698050075,2.017686593562079,4ns
31.548089844499902,2.017686593562079,4ns
31.548089844499902,2.017686593562079,4ns
31.64682006417464,2.017686593562079,4ns
31.64682006417464,2.017686593562079,4ns
31.712640210624468,2.070746374248319,4ns
31.712640210624468,2.070746374248319,4ns
31.778460357074295,1.9646268128758393,4ns
31.778460357074295,1.9646268128758393,4ns
31.844280503524118,2.176865935620799,4ns
31.844280503524118,2.176865935620799,4ns
31.943010723198856,2.070746374248319,4ns
31.943010723198856,2.070746374248319,4ns
32.00883086964868,2.070746374248319,4ns
32.00883086964868,2.070746374248319,4ns
32.07465101609851,2.017686593562079,4ns
32.07465101609851,2.017686593562079,4ns
32.14047116254834,2.017686593562079,4ns
32.14047116254834,2.017686593562079,4ns
32.20629130899816,2.017686593562079,4ns
32.20629130899816,2.017686593562079,4ns
32.3050215286729,2.070746374248319,4ns
32.3050215286729,2.070746374248319,4ns
32.370841675122726,2.070746374248319,4ns
32.370841675122726,2.070746374248319,4ns
32.43666182157255,2.070746374248319,4ns
32.43666182157255,2.070746374248319,4ns
32.53539204124729,1.9646268128758393,4ns
32.53539204124729,1.9646268128758393,4ns
32.601212187697115,1.9646268128758393,4ns
32.601212187697115,1.9646268128758393,4ns
32.66703233414694,2.070746374248319,4ns
32.66703233414694,2.070746374248319,4ns
32.73285248059677,2.017686593562079,4ns
32.73285248059677,2.017686593562079,4ns
32.79867262704659,2.070746374248319,4ns
32.79867262704659,2.070746374248319,4ns
32.897402846721334,2.070746374248319,4ns
32.897402846721334,2.070746374248319,4ns
32.96322299317116,2.017686593562079,4ns
32.96322299317116,2.017686593562079,4ns
33.02904313962098,2.070746374248319,4ns
33.02904313962098,2.070746374248319,4ns
33.09486328607081,2.017686593562079,4ns
33.09486328607081,2.017686593562079,4ns
33.19359350574555,2.070746374248319,4ns
33.19359350574555,2.070746374248319,4ns
33.260291254148036,2.017686593562079,4ns
33.260291254148036,2.017686593562079,4ns
33.32611140059787,2.017686593562079,4ns
33.32611140059787,2.017686593562079,4ns
33.4248416202726,2.070746374248319,4ns
33.4248416202726,2.070746374248319,4ns
33.490661766722425,2.070746374248319,4ns
33.490661766722425,2.070746374248319,4ns
33.556481913172256,1.9646268128758393,4ns
33.556481913172256,1.9646268128758393,4ns
33.62230205962208,2.070746374248319,4ns
33.62230205962208,2.070746374248319,4ns
33.68812220607191,2.070746374248319,4ns
33.68812220607191,2.070746374248319,4ns
33.786852425746645,2.017686593562079,4ns
33.786852425746645,2.017686593562079,4ns
33.85267257219647,2.070746374248319,4ns
33.85267257219647,2.070746374248319,4ns
33.9184927186463,2.017686593562079,4ns
33.9184927186463,2.017686593562079,4ns
34.017222938321034,2.070746374248319,4ns
34.017222938321034,2.070746374248319,4ns
34.083043084770864,2.070746374248319,4ns
34.083043084770864,2.070746374248319,4ns
34.14886323122069,2.070746374248319,4ns
34.14886323122069,2.070746374248319,4ns
34.21468337767051,2.070746374248319,4ns
34.21468337767051,2.070746374248319,4ns
34.31341359734525,2.070746374248319,4ns
34.31341359734525,2.070746374248319,4ns
34.379233743795076,2.017686593562079,4ns
34.379233743795076,2.017686593562079,4ns
34.44505389024491,2.017686593562079,4ns
34.44505389024491,2.017686593562079,4ns
34.51087403669473,2.070746374248319,4ns
34.51087403669473,2.070746374248319,4ns
34.576694183144554,2.017686593562079,4ns
34.576694183144554,2.017686593562079,4ns
34.675424402819296,2.070746374248319,4ns
34.675424402819296,2.070746374248319,4ns
34.74124454926912,2.017686593562079,4ns
34.74124454926912,2.017686593562079,4ns
34.80706469571895,2.070746374248319,4ns
34.80706469571895,2.070746374248319,4ns
34.905794915393685,1.9646268128758393,4ns
34.905794915393685,1.9646268128758393,4ns
34.97161506184351,2.017686593562079,4ns
34.97161506184351,2.017686593562079,4ns
35.03743520829334,2.070746374248319,4ns
35.03743520829334,2.070746374248319,4ns
35.10325535474316,2.017686593562079,4ns
35.10325535474316,2.017686593562079,4ns
35.201985574417904,2.017686593562079,4ns
35.201985574417904,2.017686593562079,4ns
35.26780572086773,2.017686593562079,4ns
35.26780572086773,2.017686593562079,4ns
35.33362586731755,2.017686593562079,4ns
35.33362586731755,2.017686593562079,4ns
35.39944601376738,1.9646268128758393,4ns
35.39944601376738,1.9646268128758393,4ns
35.465266160217205,2.017686593562079,4ns
35.465266160217205,2.017686593562079,4ns
35.56399637989195,1.9646268128758393,4ns
35.56399637989195,1.9646268128758393,4ns
35.62981652634177,2.017686593562079,4ns
35.62981652634177,2.017686593562079,4ns
35.69563667279159,2.017686593562079,4ns
35.69563667279159,2.017686593562079,4ns
35.794366892466336,2.070746374248319,4ns
35.794366892466336,2.070746374248319,4ns
35.86018703891616,2.070746374248319,4ns
35.86018703891616,2.070746374248319,4ns
35.92600718536599,2.070746374248319,4ns
35.92600718536599,2.070746374248319,4ns
35.99182733181581,2.070746374248319,4ns
35.99182733181581,2.070746374248319,4ns
36.057647478265636,2.017686593562079,4ns
36.057647478265636,2.017686593562079,4ns
36.15637769794038,2.017686593562079,4ns
36.15637769794038,2.017686593562079,4ns
36.2221978443902,2.017686593562079,4ns
36.2221978443902,2.017686593562079,4ns
36.288017990840025,2.070746374248319,4ns
36.288017990840025,2.070746374248319,4ns
36.353838137289856,2.070746374248319,4ns
36.353838137289856,2.070746374248319,4ns
36.45388475989359,2.017686593562079,4ns
36.45388475989359,2.017686593562079,4ns
36.519704906343414,2.070746374248319,4ns
