wavelength,transmittance,absorption
2391,0.77966302,24.88934782894899
2390,0.7802564099999999,24.81326825493899
2389,0.78071496,24.754516374923384
2388,0.78135264,24.6728707361017
2387,0.78201904,24.58761909071425
2386,0.78260847,24.51227463663599
2385,0.7831659999999999,24.44106003526845
2384,0.78361277,24.38402964646515
2383,0.78422021,24.30654179691193
2382,0.78491005,24.21861537524655
2381,0.78568899,24.119425188059807
2380,0.78640365,24.028506875608574
2379,0.7869987,23.952868240853768
2378,0.78739511,23.902511080420467
2377,0.78777551,23.85421154987245
2376,0.78840374,23.77449599299428
2375,0.78926629,23.66515119090778
2374,0.7898971400000001,23.585254452980077
2373,0.79039575,23.52215095872268
2372,0.79086528,23.462764177553534
2371,0.79135734,23.40056559567971
2370,0.79184691,23.33872013062308
2369,0.79234643,23.275657118812315
2368,0.79286793,23.20986159841174
2367,0.79324929,23.16177435712339
2366,0.79381879,23.090006796346312
2365,0.7944404500000001,23.011724861497125
2364,0.7948092200000001,22.965316796914227
2363,0.79506433,22.933224936251555
2362,0.79539717,22.891370417313635
2361,0.795844,22.835209224382147
2360,0.79634057,22.772833288142504
2359,0.7967448899999999,22.72207392603257
2358,0.79717637,22.667933232716305
2357,0.7976305100000001,22.6109808809337
2356,0.79796196,22.569435184147174
2355,0.79820254,22.53929042127069
2354,0.79854677,22.49617407192557
2353,0.79907387,22.430188442305084
2352,0.79954583,22.371142502396783
2351,0.79987573,22.32989008803288
2350,0.8002327,22.285271861014085
2349,0.80072881,22.22329535342397
2348,0.80105024,22.18316122826925
2347,0.80139585,22.140025923123492
2346,0.8017907099999999,22.09076652713851
2345,0.80191154,22.075697645090276
2344,0.80215142,22.04578859441458
2343,0.80239184,22.01582118776464
2342,0.80274225,21.972160037241498
2341,0.80311109,21.926223089290065
2340,0.8032503400000001,21.908885770583545
2339,0.8033162199999999,21.900684429702057
2338,0.80356107,21.87020917145815
2337,0.80394819,21.822045217804344
2336,0.8041611000000001,21.795565674085747
2335,0.8044584,21.7586023022772
2334,0.80451428,21.751656255185523
2333,0.80458902,21.742366609200246
2332,0.8047584799999999,21.721307142475226
2331,0.8050674800000001,21.68291789898272
2330,0.80513238,21.674856787856417
2329,0.8053819900000001,21.643859237428007
2328,0.8054729500000001,21.63256585553024
2327,0.80561537,21.614885881241683
2326,0.80587521,21.582637476506765
2325,0.8060104800000001,21.56585340786506
2324,0.80605294,21.56058562503679
2323,0.8062185599999999,21.54004069813305
2322,0.80645771,21.51038192455252
2321,0.80637677,21.520418912361457
2320,0.80651538,21.503231154290805
2319,0.80664003,21.487776970586577
2318,0.80680722,21.46705240080613
2317,0.8069954799999999,21.44372117191999
2316,0.80701437,21.44138041792757
2315,0.80708155,21.43305625339603
2314,0.8071245,21.427734751842973
2313,0.80727564,21.409010769269297
2312,0.80742818,21.39011690172969
2311,0.80761561,21.366906385457384
2310,0.8077360899999999,21.35198951005208
2309,0.80788329,21.33376739632533
2308,0.8077773,21.34688772627682
2307,0.80778469,21.34597287434966
2306,0.8077418799999999,21.35127269433468
2305,0.8076571199999999,21.36176669613582
2304,0.80781643,21.34204368667936
2303,0.80775745,21.34934511693351
2302,0.80783659,21.33954810133381
2301,0.80791188,21.330228581439165
2300,0.8079544300000001,21.324962056634902
2299,0.80781879,21.34175154152545
2298,0.80800043,21.319268828296547
2297,0.8079640100000001,21.32377635322774
2296,0.8078517,21.33767769104565
2295,0.80775491,21.349659568257174
2294,0.8078705700000001,21.33534189356964
2293,0.80798603,21.32105102144689
2292,0.80794701,21.325880429478257
2291,0.8079533499999999,21.32509572762945
2290,0.80778593,21.345819368215707
2289,0.8077129399999999,21.354855586241623
2288,0.80759983,21.36886030437244
2287,0.80747919,21.383799511523357
2286,0.8073937999999999,21.3943749562312
2285,0.80734161,21.400839173179044
2284,0.80743583,21.3891694535294
2283,0.8075662800000001,21.373014675838885
2282,0.80743433,21.389355226978825
2281,0.8075248899999999,21.378140083094895
2280,0.80728932,21.40731619514695
2279,0.8071369799999999,21.42618853394027
2278,0.80695881,21.44826529070122
2277,0.80691651,21.45350733133293
2276,0.80687075,21.459178462980383
2275,0.80688793,21.45704927226388
2274,0.80676952,21.471725249524415
2273,0.8064619999999999,21.50984996998921
2272,0.80651363,21.503448137369123
2271,0.8065637800000001,21.49723020886732
2270,0.8065994999999999,21.49280164290025
2269,0.80647159,21.50866083237565
2268,0.80633123,21.52606655595374
2267,0.80630126,21.529783459859523
2266,0.80608572,21.556518977319964
2265,0.80609901,21.554870282880312
2264,0.80610153,21.55455766668431
2263,0.80590852,21.57850416762855
2262,0.80585348,21.585333960119183
2261,0.80567404,21.607603514751624
2260,0.80519853,21.666641085155018
2259,0.8056095000000001,21.615614519448464
2258,0.8055149699999999,21.627349180782065
2257,0.8053744899999999,21.64479047689137
2256,0.80532663,21.65073323056798
2255,0.8052128500000001,21.664862657583235
2254,0.8052526400000001,21.65992122912604
2253,0.80496121,21.69611890599762
2252,0.80484828,21.710149137635185
2251,0.8046980600000001,21.728815266929235
2250,0.8046551200000001,21.734151572290155
2249,0.80446055,21.758335042077416
2248,0.8044839500000001,21.755426302838536
2247,0.8046956299999999,21.729117244004865
2246,0.80453367,21.74924613434346
2245,0.8043423300000001,21.773031684118827
2244,0.80437553,21.768904173530416
2243,0.8042322,21.78672455294377
2242,0.8042079599999999,21.78973865326341
2241,0.80407605,21.806142472424145
2240,0.80396765,21.819624693108096
2239,0.8039821899999999,21.817816178981776
2238,0.80426954,21.782081723025957
2237,0.80408919,21.80450831199418
2236,0.80401629,21.81357488143961
2235,0.80416276,21.79535924799941
2234,0.80407872,21.80581041483245
2233,0.8040726600000001,21.806564075224788
2232,0.80413026,21.79940080007982
2231,0.8046660400000001,21.732794478346246
2230,0.8043731099999999,21.76920502848561
2229,0.8047153,21.726672871391948
2228,0.80469486,21.72921293240425
2227,0.8046756899999999,21.73159523025368
2226,0.80486693,21.70783195756693
2225,0.80514114,21.67376877393936
2224,0.80551897,21.626852605272298
2223,0.80565175,21.6103701805792
2222,0.80575639,21.59738278185015
2221,0.8061017300000001,21.55453285591695
2220,0.8063884,21.518976668913176
2219,0.80654172,21.499965305858986
2218,0.80718013,21.420842620210795
2217,0.80771373,21.35475777926409
2216,0.8076465500000001,21.36307542838181
2215,0.8082165,21.292531080748358
2214,0.8083103300000001,21.28092224155508
2213,0.80876958,21.22412232591616
2212,0.8092502500000001,21.16470772478112
2211,0.8097962599999999,21.09725938190436
2210,0.810182,21.04963651969505
2209,0.81070144,20.985543074729996
2208,0.8113258799999999,20.908548066921064
2207,0.81206386,20.81762965926432
2206,0.8125525899999999,20.75746407190456
2205,0.81295866,20.707501943565287
2204,0.8133635300000001,20.65771230030106
2203,0.8140030199999999,20.579120291276908
2202,0.81489682,20.469377498288
2201,0.81550381,20.3949184951602
2200,0.81611623,20.31984954359719
2199,0.81675191,20.241988996680785
2198,0.81754277,20.145205953645625
2197,0.81795281,20.0950633530045
2196,0.81848777,20.029682424959265
2195,0.81938932,19.91959478815726
2194,0.82009959,19.832949487892837
2193,0.8207437299999999,19.75443619838643
2192,0.82149504,19.66293792588906
2191,0.82188136,19.615922524290717
2190,0.82285389,19.497662748032702
2189,0.8233837900000001,19.433285650516492
2188,0.82387568,19.37356342416677
2187,0.82462064,19.28318287048608
2186,0.825283,19.202892116586884
2185,0.82591161,19.126752087233385
2184,0.82690866,19.00610374584509
2183,0.82727933,18.961287798873546
2182,0.82790848,18.885266210688908
2181,0.82862185,18.79913799061598
2180,0.8294107099999999,18.703981830410783
2179,0.82995851,18.637956739274
2178,0.83060986,18.559507691927056
2177,0.83104377,18.50728140336382
2176,0.8316406999999999,18.435478239694827
2175,0.83212546,18.377205625985997
2174,0.83253129,18.328447224827297
2173,0.8331123100000001,18.2586819973121
2172,0.8336021100000001,18.19990767962188
2171,0.83408721,18.14173137449549
2170,0.83495962,18.03719145820664
2169,0.8350464700000001,18.02679029852244
2168,0.83525222,18.002153986194312
2167,0.83561495,17.958735812420713
2166,0.8360566,17.90589648399214
2165,0.8363748599999999,17.867836926820015
2164,0.83643309,17.860874979990008
2163,0.83684204,17.81199479276791
2162,0.83697838,17.795703917274636
2161,0.83753387,17.729357430961795
2160,0.8377163299999999,17.707574416016165
2159,0.83782062,17.69512586928196
2158,0.8380152,17.671904023973227
2157,0.8380545100000001,17.667213288286902
2156,0.8384127800000001,17.62447222109268
2155,0.8386482100000001,17.596395722628944
2154,0.83880201,17.578058367684267
2153,0.83887605,17.569231882816478
2152,0.83937559,17.509700880093572
2151,0.8393292099999999,17.515226568709203
2150,0.83930519,17.518088418794193
2149,0.83931145,17.517342566542908
2148,0.8393768300000001,17.509553151341514
2147,0.83959761,17.48325376333267
2146,0.8395738500000001,17.48608373044056
2145,0.8398071899999999,17.458294920641748
2144,0.83997874,17.437869698887877
2143,0.8401342599999999,17.419356658343084
2142,0.84022193,17.40892196591283
2141,0.8401533000000001,17.417090379587677
2140,0.84035611,17.39295365059614
2139,0.84058847,17.365307289824386
2138,0.8405655,17.368039936614792
2137,0.8406709600000001,17.35549440805322
2136,0.84074539,17.346641157631506
2135,0.84077634,17.342959968212266
2134,0.84098361,17.318310790302014
2133,0.84095422,17.32180556870331
2132,0.84090967,17.327103262562513
2131,0.84089009,17.329431720499848
2130,0.84105571,17.309737863476006
2129,0.84121945,17.290271369003477
2128,0.84140139,17.26864558185239
2127,0.84147338,17.26008998385695
2126,0.8414926699999999,17.25779760249837
2125,0.8418195799999999,17.21895632345345
2124,0.84183122,17.217573613927193
2123,0.8421387300000001,17.181051584134654
2122,0.84239177,17.151008791569826
2121,0.8426057299999999,17.125612908056656
2120,0.84292297,17.087970119328567
2119,0.84306471,17.07115623604635
2118,0.84335675,17.036521951575228
2117,0.8436326099999999,17.003817536360813
2116,0.84393619,16.967839150972935
2115,0.84448325,16.903037715241584
2114,0.84487432,16.856739641473165
2113,0.84517838,16.820757331184183
2112,0.84563878,16.7662984550537
2111,0.84632876,16.684738966241333
2110,0.84692861,16.613887359660882
2109,0.84746548,16.55051721205062
2108,0.84795124,16.493214484342236
2107,0.84867708,16.407651838036525
2106,0.84940612,16.32178560429797
2105,0.84983077,16.271804343728686
2104,0.85049217,16.194007353780563
2103,0.8510615199999999,16.12708615998053
2102,0.85172045,16.049691632143105
2101,0.85247884,15.96068912468837
2100,0.8530212,15.89708783409178
2099,0.85358661,15.830826562184532
2098,0.8540193600000001,15.780141566129569
2097,0.85461747,15.710131366896087
2096,0.85548203,15.609019113058425
2095,0.8559114800000001,15.55883194026565
2094,0.85629429,15.514116519597671
2093,0.85685284,15.448909041499595
2092,0.8574948299999999,15.374012911473653
2091,0.8580573,15.308439850729128
2090,0.8585623,15.249603284425428
2089,0.8591829799999999,15.177336454850742
2088,0.85978466,15.10733164375703
2087,0.86027039,15.050853217335543
2086,0.8608345900000001,14.985290683176837
2085,0.86123284,14.939038138106666
2084,0.86193743,14.85725979599688
2083,0.8625091,14.7909579407643
2082,0.86305844,14.727287292606622
2081,0.8637365300000001,14.648749881201653
2080,0.86417729,14.597733446879763
2079,0.86470828,14.5363077486254
2078,0.86525803,14.472751595499451
2077,0.8660061299999999,14.386329192281464
2076,0.86659351,14.318525874198931
2075,0.86707252,14.263266094760391
2074,0.8675703300000001,14.205869840117394
2073,0.86812941,14.141448557282466
2072,0.86865733,14.080655829643506
2071,0.8694370100000001,13.990939174528272
2070,0.8702052100000001,13.902622158408448
2069,0.8706919200000001,13.84670730803694
2068,0.8711517999999999,13.793903488106949
2067,0.87167021,13.734412614992536
2066,0.8720811999999999,13.687274014243222
2065,0.8724646799999999,13.643310710030612
2064,0.8728768499999999,13.596079838527528
2063,0.87333391,13.543731058997864
2062,0.8739613199999999,13.471916059884649
2061,0.87443801,13.417387325672472
2060,0.87488752,13.365994945902692
2059,0.87555657,13.289551483766123
2058,0.8759507999999999,13.244535400658538
2057,0.8762465899999999,13.210773222436172
2056,0.87646761,13.185552909715303
2055,0.87687605,13.138963069205872
2054,0.87705685,13.118346544977337
2053,0.87732985,13.087224557766252
2052,0.8778234399999999,13.030979896308558
2051,0.87831907,12.974534589582357
2050,0.87863271,12.938831844987783
2049,0.87874365,12.92620620569133
2048,0.8790932300000001,12.88643232125575
2047,0.8795459800000001,12.834943646668275
2046,0.8796307,12.825311868231395
2045,0.87986661,12.79849625446798
2044,0.88041697,12.735965418620154
2043,0.8807001,12.703811962468675
2042,0.8809253699999999,12.678236719028558
2041,0.8813118799999999,12.634370888114162
2040,0.88143261,12.620672930086362
2039,0.88169748,12.590627500824516
2038,0.88183004,12.57559399567688
2037,0.8819585,12.561027623652812
2036,0.8821810800000001,12.535793792531452
2035,0.8823222300000001,12.519794955974875
2034,0.88250034,12.499610490563764
2033,0.8828076699999999,12.464791637268595
2032,0.88316552,12.424264407645358
2031,0.88332905,12.40574977383394
2030,0.88360984,12.373967123743116
2029,0.88371111,12.36250683973405
2028,0.88376037,12.356932775250396
2027,0.88403547,12.3258092715068
2026,0.88421982,12.304958209817867
2025,0.8844540399999999,12.27847282925493
2024,0.88456822,12.265564003544773
2023,0.88456179,12.266290914508206
2022,0.88476348,12.243492393027342
2021,0.88477052,12.242696703314683
2020,0.8848369700000001,12.235186563308297
2019,0.88508516,12.20714126149304
2018,0.88520089,12.194066538324448
2017,0.8854894600000001,12.161472470981757
2016,0.88574383,12.132750110896858
2015,0.88581424,12.124801175862846
2014,0.8859360100000001,12.11105544615948
2013,0.88602553,12.10095138937775
2012,0.88633184,12.066386125257258
2011,0.8866915,12.025815874790826
2010,0.8867220899999999,12.022366030921864
2009,0.88670439,12.024362166673766
2008,0.8868517,12.007750343549665
2007,0.8870387200000001,11.986664486319208
2006,0.88708108,11.981889160548317
2005,0.8871410000000001,11.975134650986256
2004,0.8871595499999999,11.973043686183194
2003,0.88733782,11.952951235936297
2002,0.8875541,11.928580174393522
2001,0.88767326,11.915155415079427
2000,0.8879962299999999,11.878778149447468
1999,0.8882749,11.847401182544187
1998,0.88834294,11.839741684986365
1997,0.88842489,11.830517069516135
1996,0.88855585,11.815777461225604
1995,0.8887287899999999,11.796316312836256
1994,0.88898297,11.76772000071733
1993,0.88911231,11.75317184891884
1992,0.88929379,11.732762562127718
1991,0.8895066300000001,11.708831827839289
1990,0.88965328,11.69234651929476
1989,0.88959841,11.698514280756031
1988,0.88964738,11.69300970119905
1987,0.8898472,11.670551638883422
1986,0.88997102,11.656637858385125
1985,0.89026048,11.62411849193745
1984,0.89044282,11.60363894313926
1983,0.8904329400000001,11.604748509592117
1982,0.8905717900000001,11.589156187130252
1981,0.89066485,11.578707266644926
1980,0.89073807,11.570486779385218
1979,0.89097449,11.543948267315969
1978,0.8911955399999999,11.519141430997042
1977,0.8912937700000001,11.508119766008807
1976,0.89138347,11.498056250520658
1975,0.8916430599999999,11.468938343695784
1974,0.8918448600000001,11.4463085295436
1973,0.8918944799999999,11.440744936377271
1972,0.8920322500000001,11.425299234717311
1971,0.89217369,11.409444562661214
1970,0.89230966,11.394205417923535
1969,0.89233682,11.391161677854395
1968,0.89250596,11.372208747949127
1967,0.89272541,11.347623699221764
1966,0.8927634799999999,11.343359320964485
1965,0.89307965,11.30795083541588
1964,0.8930587,11.310296678334597
1963,0.89311361,11.304148335343283
1962,0.89345413,11.266028313751102
1961,0.8935902,11.250799816284225
1960,0.89370515,11.237936805125107
1959,0.89395217,11.210300635842698
1958,0.89405579,11.198710083402878
1957,0.89399323,11.205707654423115
1956,0.89415594,11.187508948948327
1955,0.8944927,11.1498537050454
1954,0.8946079,11.136975726002838
1953,0.89487122,11.10754593283481
1952,0.89488067,11.106489920540264
1951,0.89495222,11.098494760719724
1950,0.8950237,11.090508061095518
1949,0.8952009400000001,11.070707194029003
1948,0.89530553,11.059024466055517
1947,0.8953812600000001,11.050566258794692
1946,0.8955292199999999,11.034042819796616
1945,0.8956378599999999,11.021912181471883
1944,0.89582081,11.00148748469268
1943,0.89582022,11.001553346100206
1942,0.89576645,11.007555846667604
1941,0.8959475600000001,10.987339450567992
1940,0.8962193,10.957014149040829
1939,0.89674656,10.898199865181711
1938,0.8968744100000001,10.883943787408862
1937,0.8968517,10.886475946569025
1936,0.8970311700000001,10.866466836319944
1935,0.8969836499999999,10.871764451421171
1934,0.89694588,10.875975319169752
1933,0.8975279899999999,10.811097247646952
1932,0.89726693,10.84018803667604
1931,0.89761315,10.80160941427649
1930,0.8977619,10.785039060317256
1929,0.89756645,10.806812236323989
1928,0.8976451900000001,10.798040011557156
1927,0.8977262899999999,10.789005669532852
1926,0.89765349,10.797115374326316
1925,0.8977503400000001,10.78632671514272
1924,0.8978625800000001,10.773825134329169
1923,0.8981045299999999,10.746881433621471
1922,0.89832877,10.72191640974168
1921,0.8985394999999999,10.698461156567664
1920,0.89855079,10.697204681023493
1919,0.89875088,10.674939080966867
1918,0.8986929499999999,10.681384901309434
1917,0.89891642,10.656521879912152
1916,0.89928619,10.615395256787984
1915,0.89947264,10.594664295242923
1914,0.899719,10.56727866315543
1913,0.8996734700000001,10.5723392600812
1912,0.89922544,10.62215084279696
1911,0.89944119,10.59816084960576
1910,0.89946707,10.595283548903186
1909,0.89978002,10.56049677560282
1908,0.89998404,10.537824914839709
1907,0.9006575499999999,10.463017131308606
1906,0.9006584700000001,10.462914983768698
1905,0.90059713,10.469725788412283
1904,0.9004428299999999,10.48686033332017
1903,0.9002409299999999,10.50928514830779
1902,0.90037931,10.49391488897176
1901,0.90057164,10.472556172818924
1900,0.90097387,10.42790229042174
1899,0.9010827,10.415823868251858
1898,0.90106187,10.418135558484446
1897,0.90118477,10.404497025615225
1896,0.90111072,10.41271432410513
1895,0.90132217,10.389251591912084
1894,0.90195665,10.318881994138808
1893,0.90205815,10.307629314825192
1892,0.90213529,10.299078125320046
1891,0.90173114,10.343887430492634
1890,0.90175378,10.341376735809236
1889,0.90167569,10.35003690260231
1888,0.90175168,10.341609615614324
1887,0.90234886,10.275407094350076
1886,0.90200016,10.314058153593706
1885,0.90214445,10.298062761704628
1884,0.90245059,10.2641338196261
1883,0.90264225,10.242898346693831
1882,0.90286895,10.217786345041183
1881,0.90268757,10.237877657453852
1880,0.90312664,10.189249176603385
1879,0.9026134,10.246094569899384
1878,0.90337356,10.161912340267827
1877,0.90356381,10.140854609782908
1876,0.90364784,10.131555200932752
1875,0.90366593,10.12955333492577
1874,0.90365175,10.131122511187051
1873,0.90357806,10.139277533822591
1872,0.90370324,10.12542468200586
1871,0.90372331,10.123203844871332
1870,0.90372638,10.122864139703672
1869,0.90376373,10.118731337006858
1868,0.9037322,10.122220141543552
1867,0.9040127,10.091187001607588
1866,0.90419309,10.071234626540978
1865,0.90392626,10.100749271349898
1864,0.90453487,10.033442320387
1863,0.90476545,10.007954014360692
1862,0.90478886,10.005366636919518
1861,0.90491211,9.991745602037652
1860,0.90511471,9.969359193327309
1859,0.90502234,9.97956505040096
1858,0.90523562,9.956001557716544
1857,0.90496064,9.986382794070996
1856,0.90532972,9.94560701431004
1855,0.90527079,9.952116456861871
1854,0.90564249,9.911065346427698
1853,0.90564377,9.91092401040278
1852,0.90574098,9.900190785438468
1851,0.90547153,9.929944334566494
1850,0.90571832,9.902692635742389
1849,0.9062285,9.846379723260537
1848,0.9061351,9.856686705819952
1847,0.90620861,9.848574558037532
1846,0.90594174,9.87802796425511
1845,0.90602668,9.868652524912491
1844,0.90581279,9.892262784489589
1843,0.90613775,9.85639425537575
1842,0.90684463,9.778414453297351
1841,0.90709561,9.750742097167077
1840,0.90669865,9.794513324708369
1839,0.90623599,9.845553224309372
1838,0.90658973,9.806526857837728
1837,0.90687631,9.77492108237082
1836,0.90679775,9.783584160459831
1835,0.90708137,9.752311955031807
1834,0.9069875,9.762661065987404
1833,0.90720223,9.73898878987958
1832,0.90657185,9.80849910346634
1831,0.90700143,9.761125224200295
1830,0.90791911,9.659999025231215
1829,0.90794783,9.65683579786366
1828,0.90802557,9.648273998439995
1827,0.90801897,9.649000852859546
1826,0.90821908,9.6269651950547
1825,0.90787982,9.664326596897554
1824,0.90822855,9.625922500528995
1823,0.90818967,9.630203452963606
1822,0.90868512,9.575664745617605
1821,0.9087478,9.568767104517878
1820,0.90883563,9.559102623799282
1819,0.90844728,9.601842254901795
1818,0.90861769,9.583085633282542
1817,0.90850919,9.595027562194934
