wavelength,absorption,publication,medium,attenuation,scattering,attenuation_error,absorption_error,measurement
655.0,0.3852,pope93,pure water,,,,,
657.5,0.4053,pope93,pure water,,,,,
660.0,0.42119999999999996,pope93,pure water,,,,,
662.5,0.4303,pope93,pure water,,,,,
665.0,0.4311,pope93,pure water,,,,,
667.5,0.4364,pope93,pure water,,,,,
670.0,0.4346,pope93,pure water,,,,,
672.5,0.44320000000000004,pope93,pure water,,,,,
675.0,0.439,pope93,pure water,,,,,
677.5,0.45030000000000003,pope93,pure water,,,,,
680.0,0.4524,pope93,pure water,,,,,
682.5,0.464,pope93,pure water,,,,,
685.0,0.469,pope93,pure water,,,,,
687.5,0.483,pope93,pure water,,,,,
690.0,0.4929,pope93,pure water,,,,,
692.5,0.515,pope93,pure water,,,,,
695.0,0.5305,pope93,pure water,,,,,
697.5,0.5574,pope93,pure water,,,,,
700.0,0.5839,pope93,pure water,,,,,
702.5,0.6205999999999999,pope93,pure water,,,,,
705.0,0.6533,pope93,pure water,,,,,
707.5,0.6973,pope93,pure water,,,,,
710.0,0.7561,pope93,pure water,,,,,
712.5,0.8243999999999999,pope93,pure water,,,,,
715.0,0.9029,pope93,pure water,,,,,
717.5,0.9913,pope93,pure water,,,,,
720.0,1.0745,pope93,pure water,,,,,
722.5,1.1735000000000002,pope93,pure water,,,,,
725.0,1.2788,pope93,pure water,,,,,
727.5,1.429,pope93,pure water,,,,,
730.0,1.6069,pope93,pure water,,,,,
732.5,1.8259,pope93,pure water,,,,,
735.0,1.9624,pope93,pure water,,,,,
737.5,2.0379,pope93,pure water,,,,,
740.0,2.1456,pope93,pure water,,,,,
742.5,2.2231,pope93,pure water,,,,,
745.0,2.1423000000000005,pope93,pure water,,,,,
747.5,2.1641999999999997,pope93,pure water,,,,,
750.0,2.195,pope93,pure water,,,,,
380.0,0.01137,pope97,pure water,,,,,
382.5,0.01044,pope97,pure water,,,,,
385.0,0.00941,pope97,pure water,,,,,
387.5,0.009170000000000001,pope97,pure water,,,,,
390.0,0.00851,pope97,pure water,,,,,
392.5,0.008289999999999999,pope97,pure water,,,,,
395.0,0.00813,pope97,pure water,,,,,
397.5,0.00775,pope97,pure water,,,,,
400.0,0.00663,pope97,pure water,,,,,
402.5,0.00579,pope97,pure water,,,,,
405.0,0.0053,pope97,pure water,,,,,
407.5,0.005030000000000001,pope97,pure water,,,,,
410.0,0.00473,pope97,pure water,,,,,
412.5,0.00452,pope97,pure water,,,,,
415.0,0.00444,pope97,pure water,,,,,
417.5,0.0044199999999999995,pope97,pure water,,,,,
420.0,0.00454,pope97,pure water,,,,,
422.5,0.00474,pope97,pure water,,,,,
425.0,0.00478,pope97,pure water,,,,,
427.5,0.00482,pope97,pure water,,,,,
430.0,0.0049499999999999995,pope97,pure water,,,,,
432.5,0.00504,pope97,pure water,,,,,
435.0,0.0053,pope97,pure water,,,,,
437.5,0.0058,pope97,pure water,,,,,
440.0,0.00635,pope97,pure water,,,,,
442.5,0.00696,pope97,pure water,,,,,
445.0,0.007509999999999999,pope97,pure water,,,,,
447.5,0.0083,pope97,pure water,,,,,
450.0,0.00922,pope97,pure water,,,,,
452.5,0.009689999999999999,pope97,pure water,,,,,
455.0,0.00962,pope97,pure water,,,,,
457.5,0.009569999999999999,pope97,pure water,,,,,
460.0,0.00979,pope97,pure water,,,,,
462.5,0.01005,pope97,pure water,,,,,
465.0,0.010110000000000001,pope97,pure water,,,,,
467.5,0.0102,pope97,pure water,,,,,
470.0,0.0106,pope97,pure water,,,,,
472.5,0.0109,pope97,pure water,,,,,
475.0,0.0114,pope97,pure water,,,,,
477.5,0.0121,pope97,pure water,,,,,
480.0,0.0127,pope97,pure water,,,,,
482.5,0.0131,pope97,pure water,,,,,
485.0,0.0136,pope97,pure water,,,,,
487.5,0.0144,pope97,pure water,,,,,
490.0,0.015,pope97,pure water,,,,,
492.5,0.0162,pope97,pure water,,,,,
495.0,0.0173,pope97,pure water,,,,,
497.5,0.019100000000000002,pope97,pure water,,,,,
500.0,0.0204,pope97,pure water,,,,,
502.5,0.0228,pope97,pure water,,,,,
505.0,0.025599999999999998,pope97,pure water,,,,,
507.5,0.027999999999999997,pope97,pure water,,,,,
510.0,0.0325,pope97,pure water,,,,,
512.5,0.0372,pope97,pure water,,,,,
515.0,0.039599999999999996,pope97,pure water,,,,,
517.5,0.0399,pope97,pure water,,,,,
520.0,0.0409,pope97,pure water,,,,,
522.5,0.0416,pope97,pure water,,,,,
525.0,0.0417,pope97,pure water,,,,,
527.5,0.0428,pope97,pure water,,,,,
530.0,0.0434,pope97,pure water,,,,,
532.5,0.044700000000000004,pope97,pure water,,,,,
535.0,0.0452,pope97,pure water,,,,,
537.5,0.0466,pope97,pure water,,,,,
540.0,0.0474,pope97,pure water,,,,,
542.5,0.0489,pope97,pure water,,,,,
545.0,0.05109999999999999,pope97,pure water,,,,,
547.5,0.053700000000000005,pope97,pure water,,,,,
550.0,0.056499999999999995,pope97,pure water,,,,,
552.5,0.0593,pope97,pure water,,,,,
555.0,0.05959999999999999,pope97,pure water,,,,,
557.5,0.0606,pope97,pure water,,,,,
560.0,0.0619,pope97,pure water,,,,,
562.5,0.064,pope97,pure water,,,,,
565.0,0.0642,pope97,pure water,,,,,
567.5,0.0672,pope97,pure water,,,,,
570.0,0.06949999999999999,pope97,pure water,,,,,
572.5,0.0733,pope97,pure water,,,,,
575.0,0.0772,pope97,pure water,,,,,
577.5,0.08360000000000001,pope97,pure water,,,,,
580.0,0.0896,pope97,pure water,,,,,
582.5,0.0989,pope97,pure water,,,,,
585.0,0.11,pope97,pure water,,,,,
587.5,0.122,pope97,pure water,,,,,
590.0,0.1351,pope97,pure water,,,,,
592.5,0.1516,pope97,pure water,,,,,
595.0,0.16720000000000002,pope97,pure water,,,,,
597.5,0.1925,pope97,pure water,,,,,
600.0,0.2224,pope97,pure water,,,,,
602.5,0.247,pope97,pure water,,,,,
605.0,0.2577,pope97,pure water,,,,,
607.5,0.26289999999999997,pope97,pure water,,,,,
610.0,0.2644,pope97,pure water,,,,,
612.5,0.26649999999999996,pope97,pure water,,,,,
615.0,0.2678,pope97,pure water,,,,,
617.5,0.2707,pope97,pure water,,,,,
620.0,0.2755,pope97,pure water,,,,,
622.5,0.281,pope97,pure water,,,,,
625.0,0.28340000000000004,pope97,pure water,,,,,
627.5,0.2904,pope97,pure water,,,,,
630.0,0.2916,pope97,pure water,,,,,
632.5,0.2995,pope97,pure water,,,,,
635.0,0.30119999999999997,pope97,pure water,,,,,
637.5,0.3077,pope97,pure water,,,,,
640.0,0.3108,pope97,pure water,,,,,
642.5,0.322,pope97,pure water,,,,,
645.0,0.325,pope97,pure water,,,,,
647.5,0.335,pope97,pure water,,,,,
650.0,0.33999999999999997,pope97,pure water,,,,,
652.5,0.358,pope97,pure water,,,,,
655.0,0.371,pope97,pure water,,,,,
657.5,0.393,pope97,pure water,,,,,
660.0,0.41000000000000003,pope97,pure water,,,,,
662.5,0.424,pope97,pure water,,,,,
665.0,0.42900000000000005,pope97,pure water,,,,,
667.5,0.436,pope97,pure water,,,,,
670.0,0.439,pope97,pure water,,,,,
672.5,0.44799999999999995,pope97,pure water,,,,,
675.0,0.44799999999999995,pope97,pure water,,,,,
677.5,0.461,pope97,pure water,,,,,
680.0,0.46499999999999997,pope97,pure water,,,,,
682.5,0.47800000000000004,pope97,pure water,,,,,
685.0,0.486,pope97,pure water,,,,,
687.5,0.502,pope97,pure water,,,,,
690.0,0.516,pope97,pure water,,,,,
692.5,0.538,pope97,pure water,,,,,
695.0,0.559,pope97,pure water,,,,,
697.5,0.592,pope97,pure water,,,,,
700.0,0.624,pope97,pure water,,,,,
702.5,0.6629999999999999,pope97,pure water,,,,,
705.0,0.7040000000000001,pope97,pure water,,,,,
707.5,0.756,pope97,pure water,,,,,
710.0,0.827,pope97,pure water,,,,,
712.5,0.914,pope97,pure water,,,,,
715.0,1.0070000000000001,pope97,pure water,,,,,
717.5,1.119,pope97,pure water,,,,,
720.0,1.2309999999999999,pope97,pure water,,,,,
722.5,1.3559999999999999,pope97,pure water,,,,,
725.0,1.489,pope97,pure water,,,,,
727.5,1.678,pope97,pure water,,,,,
155.0,20925032.88,querry78,pure water,,,,,
158.0,16081772.24,querry78,pure water,,,,,
162.0,8804991.719999999,querry78,pure water,,,,,
166.0,5481511.155,querry78,pure water,,,,,
170.0,295531.4545,querry78,pure water,,,,,
174.0,85364.6514,querry78,pure water,,,,,
180.0,4185.2993,querry78,pure water,,,,,
190.0,23.9555,querry78,pure water,,,,,
200.0,6.917800000000001,querry78,pure water,,,,,
210.0,2.3002000000000002,querry78,pure water,,,,,
225.0,0.6466999999999999,querry78,pure water,,,,,
250.0,0.4678,querry78,pure water,,,,,
275.0,0.2875,querry78,pure water,,,,,
300.0,0.1738,querry78,pure water,,,,,
325.0,0.11919999999999999,querry78,pure water,,,,,
350.0,0.09079999999999999,querry78,pure water,,,,,
375.0,0.0681,querry78,pure water,,,,,
400.0,0.049600000000000005,querry78,pure water,,,,,
425.0,0.0346,querry78,pure water,,,,,
450.0,0.0226,querry78,pure water,,,,,
475.0,0.0185,querry78,pure water,,,,,
500.0,0.0232,querry78,pure water,,,,,
525.0,0.0393,querry78,pure water,,,,,
550.0,0.0558,querry78,pure water,,,,,
575.0,0.084,querry78,pure water,,,,,
600.0,0.20179999999999998,querry78,pure water,,,,,
625.0,0.296,querry78,pure water,,,,,
650.0,0.3236,querry78,pure water,,,,,
674.0,0.40590000000000004,querry78,pure water,,,,,
700.0,0.601,querry78,pure water,,,,,
725.0,1.5837,querry78,pure water,,,,,
750.0,2.6121,querry78,pure water,,,,,
775.0,2.3965,querry78,pure water,,,,,
800.0,1.9635,querry78,pure water,,,,,
824.0,2.7741,querry78,pure water,,,,,
849.0,4.3353,querry78,pure water,,,,,
875.0,5.6111,querry78,pure water,,,,,
899.0,6.7962,querry78,pure water,,,,,
925.0,14.4004,querry78,pure water,,,,,
951.0,38.743,querry78,pure water,,,,,
975.0,44.8523,querry78,pure water,,,,,
1000.0,37.6991,querry78,pure water,,,,,
1049.0,16.9987,querry78,pure water,,,,,
1099.0,19.5299,querry78,pure water,,,,,
1150.0,101.6893,querry78,pure water,,,,,
1199.0,125.6637,querry78,pure water,,,,,
1250.0,110.5841,querry78,pure water,,,,,
1300.0,135.33010000000002,querry78,pure water,,,,,
1349.0,376.9911,querry78,pure water,,,,,
1399.0,1374.3064,querry78,pure water,,,,,
1489.0,3069.435,querry78,pure water,,,,,
1499.0,1884.5363,querry78,pure water,,,,,
1549.0,1093.5744,querry78,pure water,,,,,
1599.0,734.5707,querry78,pure water,,,,,
1648.0,578.8308,querry78,pure water,,,,,
1698.0,573.0354,querry78,pure water,,,,,
1749.0,718.4889000000001,querry78,pure water,,,,,
1798.0,949.8163,querry78,pure water,,,,,
1849.0,1264.7926,querry78,pure water,,,,,
1901.0,7674.6741999999995,querry78,pure water,,,,,
1949.0,11915.1625,querry78,pure water,,,,,
2000.0,6917.786700000001,querry78,pure water,,,,,
2051.0,4130.7882,querry78,pure water,,,,,
2099.0,2779.6882,querry78,pure water,,,,,
2147.0,2168.5329,querry78,pure water,,,,,
2197.0,1932.7157,querry78,pure water,,,,,
2249.0,2089.18,querry78,pure water,,,,,
2301.0,2559.1486,querry78,pure water,,,,,
2349.0,3405.0635999999995,querry78,pure water,,,,,
2398.0,4766.1024,querry78,pure water,,,,,
2449.0,6916.8913,querry78,pure water,,,,,
2500.0,9550.441200000001,querry78,pure water,,,,,
2553.0,10543.3469,querry78,pure water,,,,,
2565.0,11101.5183,querry78,pure water,,,,,
2594.0,11994.731,querry78,pure water,,,,,
2630.0,19188.7992,querry78,pure water,,,,,
2666.0,34526.8793,querry78,pure water,,,,,
2704.0,76216.1494,querry78,pure water,,,,,
2741.0,211899.89839999998,querry78,pure water,,,,,
2780.0,419707.7174,querry78,pure water,,,,,
2818.0,634115.6189,querry78,pure water,,,,,
2858.0,905763.5479,querry78,pure water,,,,,
2897.0,1119565.101,querry78,pure water,,,,,
2937.0,1199731.068,querry78,pure water,,,,,
2985.0,1145497.2449999999,querry78,pure water,,,,,
3199.0,363085.2076,querry78,pure water,,,,,
3451.0,48102.5059,querry78,pure water,,,,,
3698.0,12219.7584,querry78,pure water,,,,,
3954.0,13211.5326,querry78,pure water,,,,,
4198.0,20603.6981,querry78,pure water,,,,,
4446.0,32221.461499999998,querry78,pure water,,,,,
4699.0,41985.956399999995,querry78,pure water,,,,,
4955.0,33273.6174,querry78,pure water,,,,,
5200.0,24431.9232,querry78,pure water,,,,,
5443.0,24888.0155,querry78,pure water,,,,,
5701.0,44768.1064,querry78,pure water,,,,,
5955.0,182449.76489999998,querry78,pure water,,,,,
6195.0,178221.35080000001,querry78,pure water,,,,,
6398.0,88090.29299999999,querry78,pure water,,,,,
6653.0,65164.5521,querry78,pure water,,,,,
6901.0,58634.56220000001,querry78,pure water,,,,,
7142.0,56392.069200000005,querry78,pure water,,,,,
7396.0,55084.060999999994,querry78,pure water,,,,,
7657.0,54191.137200000005,querry78,pure water,,,,,
7905.1,53968.7368,querry78,pure water,,,,,
8150.0,53811.817599999995,querry78,pure water,,,,,
8396.3,53939.47030000001,querry78,pure water,,,,,
8650.5,54446.2803,querry78,pure water,,,,,
8888.9,55361.0738,querry78,pure water,,,,,
9140.8,56502.4732,querry78,pure water,,,,,
9398.5,57894.751399999994,querry78,pure water,,,,,
9661.8,59828.708900000005,querry78,pure water,,,,,
9910.8,62497.112,querry78,pure water,,,,,
10139.0,66680.2156,querry78,pure water,,,,,
418.6,0.0466,querry91,pure water,,,,,
421.9,0.044700000000000004,querry91,pure water,,,,,
425.2,0.0442,querry91,pure water,,,,,
428.4,0.0449,querry91,pure water,,,,,
431.7,0.0465,querry91,pure water,,,,,
434.9,0.0455,querry91,pure water,,,,,
438.2,0.0452,querry91,pure water,,,,,
441.5,0.0464,querry91,pure water,,,,,
444.7,0.0466,querry91,pure water,,,,,
448.0,0.0443,querry91,pure water,,,,,
450.4,0.037399999999999996,querry91,pure water,,,,,
453.5,0.0399,querry91,pure water,,,,,
455.9,0.0412,querry91,pure water,,,,,
458.3,0.037,querry91,pure water,,,,,
460.6,0.034999999999999996,querry91,pure water,,,,,
463.0,0.0342,querry91,pure water,,,,,
465.4,0.0337,querry91,pure water,,,,,
468.3,0.037599999999999995,querry91,pure water,,,,,
470.7,0.0375,querry91,pure water,,,,,
473.0,0.0392,querry91,pure water,,,,,
475.0,0.0359,querry91,pure water,,,,,
477.3,0.0371,querry91,pure water,,,,,
479.6,0.0372,querry91,pure water,,,,,
481.8,0.037,querry91,pure water,,,,,
484.2,0.0366,querry91,pure water,,,,,
486.6,0.036699999999999997,querry91,pure water,,,,,
489.0,0.0366,querry91,pure water,,,,,
491.4,0.036699999999999997,querry91,pure water,,,,,
493.8,0.0373,querry91,pure water,,,,,
495.7,0.0413,querry91,pure water,,,,,
497.9,0.0437,querry91,pure water,,,,,
500.3,0.0452,querry91,pure water,,,,,
502.5,0.048,querry91,pure water,,,,,
504.8,0.0481,querry91,pure water,,,,,
507.2,0.0519,querry91,pure water,,,,,
509.5,0.0544,querry91,pure water,,,,,
511.8,0.058699999999999995,querry91,pure water,,,,,
514.2,0.0599,querry91,pure water,,,,,
516.6,0.0649,querry91,pure water,,,,,
518.9,0.0643,querry91,pure water,,,,,
521.2,0.0646,querry91,pure water,,,,,
523.6,0.06520000000000001,querry91,pure water,,,,,
525.9,0.0621,querry91,pure water,,,,,
528.2,0.06319999999999999,querry91,pure water,,,,,
530.4,0.06359999999999999,querry91,pure water,,,,,
532.8,0.06470000000000001,querry91,pure water,,,,,
535.0,0.0676,querry91,pure water,,,,,
536.6,0.0667,querry91,pure water,,,,,
538.2,0.0677,querry91,pure water,,,,,
539.7,0.0724,querry91,pure water,,,,,
541.2,0.0696,querry91,pure water,,,,,
542.8,0.07110000000000001,querry91,pure water,,,,,
544.3,0.0709,querry91,pure water,,,,,
545.8,0.0701,querry91,pure water,,,,,
547.8,0.0737,querry91,pure water,,,,,
550.1,0.0762,querry91,pure water,,,,,
552.4,0.0784,querry91,pure water,,,,,
554.5,0.0798,querry91,pure water,,,,,
556.8,0.0807,querry91,pure water,,,,,
559.0,0.0816,querry91,pure water,,,,,
561.2,0.0828,querry91,pure water,,,,,
563.4,0.0843,querry91,pure water,,,,,
565.6,0.086,querry91,pure water,,,,,
567.7,0.0879,querry91,pure water,,,,,
570.0,0.0892,querry91,pure water,,,,,
580.3,0.1072,querry91,pure water,,,,,
582.5,0.1126,querry91,pure water,,,,,
584.6,0.12090000000000001,querry91,pure water,,,,,
586.8,0.13110000000000002,querry91,pure water,,,,,
588.3,0.14220000000000002,querry91,pure water,,,,,
591.0,0.155,querry91,pure water,,,,,
593.2,0.1686,querry91,pure water,,,,,
595.4,0.1852,querry91,pure water,,,,,
597.5,0.2074,querry91,pure water,,,,,
599.7,0.23609999999999998,querry91,pure water,,,,,
601.9,0.26280000000000003,querry91,pure water,,,,,
604.0,0.2787,querry91,pure water,,,,,
606.2,0.28540000000000004,querry91,pure water,,,,,
609.1,0.2902,querry91,pure water,,,,,
611.2,0.2929,querry91,pure water,,,,,
613.3,0.2949,querry91,pure water,,,,,
615.5,0.29750000000000004,querry91,pure water,,,,,
617.6,0.3,querry91,pure water,,,,,
619.7,0.30179999999999996,querry91,pure water,,,,,
621.8,0.3041,querry91,pure water,,,,,
623.9,0.3067,querry91,pure water,,,,,
626.1,0.3101,querry91,pure water,,,,,
628.2,0.313,querry91,pure water,,,,,
630.3,0.3154,querry91,pure water,,,,,
632.4,0.3191,querry91,pure water,,,,,
634.5,0.3215,querry91,pure water,,,,,
636.7,0.3254,querry91,pure water,,,,,
638.9,0.3274,querry91,pure water,,,,,
640.3,0.3302,querry91,pure water,,,,,
300.0,0.0115,quickenden80,pure water,,,,,
305.0,0.011,quickenden80,pure water,,,,,
310.0,0.0105,quickenden80,pure water,,,,,
315.0,0.01013,quickenden80,pure water,,,,,
320.0,0.00975,quickenden80,pure water,,,,,
325.0,0.00926,quickenden80,pure water,,,,,
330.0,0.00877,quickenden80,pure water,,,,,
335.0,0.00836,quickenden80,pure water,,,,,
340.0,0.00794,quickenden80,pure water,,,,,
345.0,0.00753,quickenden80,pure water,,,,,
350.0,0.00712,quickenden80,pure water,,,,,
355.0,0.00684,quickenden80,pure water,,,,,
360.0,0.00656,quickenden80,pure water,,,,,
365.0,0.00629,quickenden80,pure water,,,,,
370.0,0.00602,quickenden80,pure water,,,,,
10.0,2192800.0,segelstein81,pure water,,,,,
11.0,2709900.0,segelstein81,pure water,,,,,
12.0,3297200.0,segelstein81,pure water,,,,,
13.0,3936200.0,segelstein81,pure water,,,,,
14.0,4644200.0,segelstein81,pure water,,,,,
16.0,6250200.0,segelstein81,pure water,,,,,
18.0,8130800.0,segelstein81,pure water,,,,,
20.0,10279000.0,segelstein81,pure water,,,,,
22.0,12732000.0,segelstein81,pure water,,,,,
24.0,15453000.0,segelstein81,pure water,,,,,
26.0,18453000.0,segelstein81,pure water,,,,,
28.0,21779000.0,segelstein81,pure water,,,,,
30.0,25409000.0,segelstein81,pure water,,,,,
32.0,29308000.0,segelstein81,pure water,,,,,
34.0,33577000.0,segelstein81,pure water,,,,,
36.0,38185000.0,segelstein81,pure water,,,,,
38.0,43067000.0,segelstein81,pure water,,,,,
40.0,48204000.0,segelstein81,pure water,,,,,
42.0,53822000.0,segelstein81,pure water,,,,,
44.0,59701000.0,segelstein81,pure water,,,,,
46.0,65903000.0,segelstein81,pure water,,,,,
48.0,72459000.0,segelstein81,pure water,,,,,
50.0,75348000.0,segelstein81,pure water,,,,,
52.0,76196000.0,segelstein81,pure water,,,,,
54.0,77099000.0,segelstein81,pure water,,,,,
56.0,78523000.0,segelstein81,pure water,,,,,
58.0,81094000.0,segelstein81,pure water,,,,,
60.0,86297000.0,segelstein81,pure water,,,,,
62.0,92473000.0,segelstein81,pure water,,,,,
64.0,98869000.0,segelstein81,pure water,,,,,
66.0,101850000.0,segelstein81,pure water,,,,,
68.0,103990000.0,segelstein81,pure water,,,,,
70.0,103990000.0,segelstein81,pure water,,,,,
72.0,102340000.0,segelstein81,pure water,,,,,
74.0,98631000.0,segelstein81,pure water,,,,,
76.0,96838000.0,segelstein81,pure water,,,,,
78.0,96383000.0,segelstein81,pure water,,,,,
80.0,96392000.0,segelstein81,pure water,,,,,
82.0,96377000.0,segelstein81,pure water,,,,,
84.0,96594000.0,segelstein81,pure water,,,,,
86.0,96157000.0,segelstein81,pure water,,,,,
88.0,93969000.0,segelstein81,pure water,,,,,
90.0,91199000.0,segelstein81,pure water,,,,,
92.0,87913000.0,segelstein81,pure water,,,,,
94.0,84141000.0,segelstein81,pure water,,,,,
96.0,79244000.0,segelstein81,pure water,,,,,
98.0,73794000.0,segelstein81,pure water,,,,,
100.0,68235000.0,segelstein81,pure water,,,,,
102.0,63816000.0,segelstein81,pure water,,,,,
104.0,59557000.0,segelstein81,pure water,,,,,
106.0,55854000.0,segelstein81,pure water,,,,,
108.0,52234000.0,segelstein81,pure water,,,,,
110.0,49202000.0,segelstein81,pure water,,,,,
112.0,46582000.0,segelstein81,pure water,,,,,
114.0,43960000.0,segelstein81,pure water,,,,,
116.0,41483000.0,segelstein81,pure water,,,,,
118.0,39456000.0,segelstein81,pure water,,,,,
120.0,37689000.0,segelstein81,pure water,,,,,
122.0,35978000.0,segelstein81,pure water,,,,,
124.0,34352000.0,segelstein81,pure water,,,,,
126.0,32140000.0,segelstein81,pure water,,,,,
128.0,28257000.0,segelstein81,pure water,,,,,
130.0,23122000.0,segelstein81,pure water,,,,,
132.0,17789000.0,segelstein81,pure water,,,,,
134.0,13964000.0,segelstein81,pure water,,,,,
136.0,12308000.0,segelstein81,pure water,,,,,
138.0,12949000.0,segelstein81,pure water,,,,,
140.0,15062000.0,segelstein81,pure water,,,,,
142.0,17065000.0,segelstein81,pure water,,,,,
144.0,18924000.0,segelstein81,pure water,,,,,
146.0,20749000.0,segelstein81,pure water,,,,,
148.0,22439000.0,segelstein81,pure water,,,,,
150.0,23223000.0,segelstein81,pure water,,,,,
152.0,22902000.0,segelstein81,pure water,,,,,
154.0,21034000.0,segelstein81,pure water,,,,,
156.0,18833000.0,segelstein81,pure water,,,,,
158.0,16072000.0,segelstein81,pure water,,,,,
160.0,13116000.0,segelstein81,pure water,,,,,
162.0,10467000.0,segelstein81,pure water,,,,,
164.0,7956400.0,segelstein81,pure water,,,,,
166.0,5481500.0,segelstein81,pure water,,,,,
168.0,2992300.0,segelstein81,pure water,,,,,
170.0,295880.0,segelstein81,pure water,,,,,
172.0,146240.0,segelstein81,pure water,,,,,
174.0,85267.0,segelstein81,pure water,,,,,
175.0,60254.0,segelstein81,pure water,,,,,
180.0,4187.599999999999,segelstein81,pure water,,,,,
185.0,84.954,segelstein81,pure water,,,,,
190.0,23.943,segelstein81,pure water,,,,,
195.0,11.922,segelstein81,pure water,,,,,
200.0,6.917800000000001,segelstein81,pure water,,,,,
205.0,4.111800000000001,segelstein81,pure water,,,,,
210.0,2.3013,segelstein81,pure water,,,,,
215.0,1.1695,segelstein81,pure water,,,,,
220.0,0.7260800000000001,segelstein81,pure water,,,,,
225.0,0.6470400000000001,segelstein81,pure water,,,,,
230.0,0.6012799999999999,segelstein81,pure water,,,,,
235.0,0.5727099999999999,segelstein81,pure water,,,,,
240.0,0.54948,segelstein81,pure water,,,,,
245.0,0.5082,segelstein81,pure water,,,,,
250.0,0.46782,segelstein81,pure water,,,,,
255.0,0.42360000000000003,segelstein81,pure water,,,,,
260.0,0.38637,segelstein81,pure water,,,,,
265.0,0.35313,segelstein81,pure water,,,,,
270.0,0.31914,segelstein81,pure water,,,,,
275.0,0.28773000000000004,segelstein81,pure water,,,,,
280.0,0.25999,segelstein81,pure water,,,,,
285.0,0.23823999999999998,segelstein81,pure water,,,,,
290.0,0.20799,segelstein81,pure water,,,,,
295.0,0.18749000000000002,segelstein81,pure water,,,,,
300.0,0.17381,segelstein81,pure water,,,,,
305.0,0.15774000000000002,segelstein81,pure water,,,,,
310.0,0.14388,segelstein81,pure water,,,,,
315.0,0.13273000000000001,segelstein81,pure water,,,,,
320.0,0.12531,segelstein81,pure water,,,,,
325.0,0.11913,segelstein81,pure water,,,,,
330.0,0.11349000000000001,segelstein81,pure water,,,,,
335.0,0.10815,segelstein81,pure water,,,,,
340.0,0.10235000000000001,segelstein81,pure water,,,,,
