# Action spectra of TEMIS UV v2.0 data products
# ---------------------------------------------
#
# Implemented in TEMIS UV v2.0 processing:
#   Erythemal  = CIE-98, cf. Webb, A.R. et al. (2011)
#   Vitamin-D  = CIE-174, cf. Bouillon, R. et al. (2006)
#   DNA-damage = Setlow, R.B. (1974)
#                Bernhard, G. and Seckmeyer, G. (1997)
#
# For more information, see
# http://www.temis.nl/uvradiation/product/action.html
#
#
# Action spectrum data at 0.1 nm interval, produced from
# the implementation by Marc Allaart (KNMI, April 2017).
#
#
#
,wavelength,Erythemal,DNA-damage,Vitamin-D
1133,363.3,0.000447198,3.16631e-05,1.18799e-10
1134,363.4,0.000445656,3.16502e-05,1.14115e-10
1135,363.5,0.00044412,3.16375e-05,1.09614e-10
1136,363.6,0.000442588,3.16249e-05,1.05293e-10
1137,363.7,0.000441062,3.16125e-05,1.0114e-10
1138,363.8,0.000439542,3.16001e-05,9.71516e-11
1139,363.9,0.000438026,3.1588e-05,9.33215e-11
1140,364.0,0.000436516,3.1576e-05,8.96424e-11
1141,364.1,0.000435011,3.1564e-05,8.6107e-11
1142,364.2,0.000433511,3.15523e-05,8.27111e-11
1143,364.3,0.000432016,3.15407e-05,7.94503e-11
1144,364.4,0.000430527,3.15292e-05,7.6318e-11
1145,364.5,0.000429042,3.15178e-05,7.33081e-11
1146,364.6,0.000427563,3.15066e-05,7.0417e-11
1147,364.7,0.000426089,3.14955e-05,6.76408e-11
1148,364.8,0.000424619,3.14845e-05,6.49732e-11
1149,364.9,0.000423156,3.14737e-05,6.24117e-11
1150,365.0,0.000421697,3.14629e-05,5.99512e-11
1151,365.1,0.000420242,3.14524e-05,5.75868e-11
1152,365.2,0.000418794,3.14419e-05,5.53156e-11
1153,365.3,0.000417349,3.14315e-05,5.31349e-11
1154,365.4,0.000415911,3.14212e-05,5.10401e-11
1155,365.5,0.000414477,3.14111e-05,4.90271e-11
1156,365.6,0.000413047,3.14011e-05,4.70936e-11
1157,365.7,0.000411623,3.13912e-05,4.52369e-11
1158,365.8,0.000410204,3.13813e-05,4.34529e-11
1159,365.9,0.00040879,3.13717e-05,4.17398e-11
1160,366.0,0.00040738,3.13621e-05,4.00936e-11
1161,366.1,0.000405976,3.13526e-05,3.8513e-11
1162,366.2,0.000404576,3.13433e-05,3.69941e-11
1163,366.3,0.000403181,3.1334e-05,3.55351e-11
1164,366.4,0.000401791,3.13249e-05,3.41341e-11
1165,366.5,0.000400405,3.13158e-05,3.27884e-11
1166,366.6,0.000399025,3.13069e-05,3.14953e-11
1167,366.7,0.000397649,3.12981e-05,3.02532e-11
1168,366.8,0.000396278,3.12893e-05,2.90605e-11
1169,366.9,0.000394912,3.12807e-05,2.79148e-11
1170,367.0,0.00039355,3.12721e-05,2.68139e-11
1171,367.1,0.000392193,3.12637e-05,2.57568e-11
1172,367.2,0.000390841,3.12553e-05,2.47409e-11
1173,367.3,0.000389493,3.12471e-05,2.37652e-11
1174,367.4,0.000388151,3.12389e-05,2.28283e-11
1175,367.5,0.000386812,3.12308e-05,2.19283e-11
1176,367.6,0.000385478,3.12228e-05,2.10635e-11
1177,367.7,0.000384149,3.12149e-05,2.02328e-11
1178,367.8,0.000382824,3.12071e-05,1.94351e-11
1179,367.9,0.000381505,3.11994e-05,1.86689e-11
1180,368.0,0.00038019,3.11918e-05,1.79326e-11
1181,368.1,0.000378879,3.11842e-05,1.72254e-11
1182,368.2,0.000377572,3.11767e-05,1.65463e-11
1183,368.3,0.00037627,3.11694e-05,1.58937e-11
1184,368.4,0.000374973,3.11621e-05,1.52671e-11
1185,368.5,0.00037368,3.11549e-05,1.46652e-11
1186,368.6,0.000372392,3.11477e-05,1.40869e-11
1187,368.7,0.000371108,3.11407e-05,1.35313e-11
1188,368.8,0.000369828,3.11337e-05,1.29978e-11
1189,368.9,0.000368553,3.11268e-05,1.24854e-11
1190,369.0,0.000367282,3.112e-05,1.1993e-11
1191,369.1,0.000366016,3.11133e-05,1.152e-11
1192,369.2,0.000364754,3.11066e-05,1.10658e-11
1193,369.3,0.000363496,3.11e-05,1.06294e-11
1194,369.4,0.000362243,3.10935e-05,1.02104e-11
1195,369.5,0.000360994,3.10871e-05,9.80769e-12
1196,369.6,0.000359749,3.10807e-05,9.42103e-12
1197,369.7,0.000358509,3.10744e-05,9.04948e-12
1198,369.8,0.000357273,3.10682e-05,8.69258e-12
1199,369.9,0.000356041,3.1062e-05,8.35001e-12
1200,370.0,0.000354814,3.10559e-05,8.0207e-12
1201,370.1,0.00035359,3.10499e-05,7.70437e-12
1202,370.2,0.000352371,3.10439e-05,7.40063e-12
1203,370.3,0.000351156,3.10381e-05,7.10876e-12
1204,370.4,0.000349945,3.10323e-05,6.82851e-12
1205,370.5,0.000348739,3.10265e-05,6.5592e-12
1206,370.6,0.000347536,3.10208e-05,6.30061e-12
1207,370.7,0.000346338,3.10152e-05,6.05212e-12
1208,370.8,0.000345144,3.10096e-05,5.81343e-12
1209,370.9,0.000343954,3.10041e-05,5.58425e-12
1210,371.0,0.000342768,3.09987e-05,5.36409e-12
1211,371.1,0.000341586,3.09933e-05,5.15254e-12
1212,371.2,0.000340408,3.0988e-05,4.94933e-12
1213,371.3,0.000339234,3.09827e-05,4.75421e-12
1214,371.4,0.000338065,3.09776e-05,4.56678e-12
1215,371.5,0.000336899,3.09724e-05,4.38667e-12
1216,371.6,0.000335738,3.09673e-05,4.21367e-12
1217,371.7,0.00033458,3.09623e-05,4.04755e-12
1218,371.8,0.000333426,3.09573e-05,3.88792e-12
1219,371.9,0.000332277,3.09524e-05,3.73464e-12
1220,372.0,0.000331131,3.09475e-05,3.58741e-12
1221,372.1,0.000329989,3.09427e-05,3.44592e-12
1222,372.2,0.000328852,3.0938e-05,3.31002e-12
1223,372.3,0.000327718,3.09333e-05,3.17953e-12
1224,372.4,0.000326588,3.09286e-05,3.05418e-12
1225,372.5,0.000325462,3.0924e-05,2.93372e-12
1226,372.6,0.00032434,3.09195e-05,2.81802e-12
1227,372.7,0.000323221,3.0915e-05,2.70692e-12
1228,372.8,0.000322107,3.09106e-05,2.60017e-12
1229,372.9,0.000320996,3.09062e-05,2.49766e-12
1230,373.0,0.00031989,3.09018e-05,2.39915e-12
1231,373.1,0.000318787,3.08975e-05,2.30457e-12
1232,373.2,0.000317687,3.08933e-05,2.21368e-12
1233,373.3,0.000316592,3.08891e-05,2.12638e-12
1234,373.4,0.000315501,3.08849e-05,2.04258e-12
1235,373.5,0.000314413,3.08808e-05,1.96202e-12
1236,373.6,0.000313329,3.08768e-05,1.88464e-12
1237,373.7,0.000312248,3.08727e-05,1.81034e-12
1238,373.8,0.000311171,3.08688e-05,1.73894e-12
1239,373.9,0.000310099,3.08648e-05,1.67039e-12
1240,374.0,0.00030903,3.0861e-05,1.60451e-12
1241,374.1,0.000307964,3.08571e-05,1.54125e-12
1242,374.2,0.000306902,3.08533e-05,1.48047e-12
1243,374.3,0.000305844,3.08496e-05,1.42208e-12
1244,374.4,0.00030479,3.08459e-05,1.36602e-12
1245,374.5,0.000303739,3.08422e-05,1.31216e-12
1246,374.6,0.000302691,3.08385e-05,1.26041e-12
1247,374.7,0.000301648,3.0835e-05,1.2107e-12
1248,374.8,0.000300607,3.08314e-05,1.16297e-12
1249,374.9,0.000299571,3.08279e-05,1.11712e-12
1250,375.0,0.000298538,3.08244e-05,1.07307e-12
1251,375.1,0.000297509,3.0821e-05,1.03076e-12
1252,375.2,0.000296483,3.08176e-05,9.9011e-13
1253,375.3,0.000295461,3.08143e-05,9.51061e-13
1254,375.4,0.000294442,3.0811e-05,9.13566e-13
1255,375.5,0.000293427,3.08076e-05,8.7755e-13
1256,375.6,0.000292415,3.08044e-05,8.42941e-13
1257,375.7,0.000291407,3.08012e-05,8.09696e-13
1258,375.8,0.000290402,3.0798e-05,7.77775e-13
1259,375.9,0.000289401,3.07949e-05,7.47112e-13
1260,376.0,0.000288403,3.07918e-05,7.17647e-13
1261,376.1,0.000287409,3.07887e-05,6.89344e-13
1262,376.2,0.000286418,3.07857e-05,6.62167e-13
1263,376.3,0.00028543,3.07827e-05,6.36052e-13
1264,376.4,0.000284446,3.07797e-05,6.10976e-13
1265,376.5,0.000283465,3.07768e-05,5.8688e-13
1266,376.6,0.000282488,3.07739e-05,5.63743e-13
1267,376.7,0.000281514,3.0771e-05,5.4151e-13
1268,376.8,0.000280543,3.07682e-05,5.20153e-13
1269,376.9,0.000279576,3.07654e-05,4.99654e-13
1270,377.0,0.000278612,3.07626e-05,4.79949e-13
1271,377.1,0.000277652,3.07599e-05,4.6102e-13
1272,377.2,0.000276694,3.07572e-05,4.42845e-13
1273,377.3,0.00027574,3.07545e-05,4.2538e-13
1274,377.4,0.000274789,3.07518e-05,4.0861e-13
1275,377.5,0.000273842,3.07492e-05,3.92495e-13
1276,377.6,0.000272898,3.07466e-05,3.77021e-13
1277,377.7,0.000271957,3.0744e-05,3.62152e-13
1278,377.8,0.000271019,3.07415e-05,3.47869e-13
1279,377.9,0.000270085,3.0739e-05,3.34155e-13
1280,378.0,0.000269154,3.07365e-05,3.20981e-13
1281,378.1,0.000268225,3.0734e-05,3.08322e-13
1282,378.2,0.000267301,3.07316e-05,2.96162e-13
1283,378.3,0.000266379,3.07292e-05,2.84486e-13
1284,378.4,0.000265461,3.07269e-05,2.73271e-13
1285,378.5,0.000264545,3.07245e-05,2.62493e-13
1286,378.6,0.000263633,3.07222e-05,2.52145e-13
1287,378.7,0.000262724,3.07199e-05,2.422e-13
1288,378.8,0.000261818,3.07176e-05,2.32648e-13
1289,378.9,0.000260916,3.07154e-05,2.23476e-13
1290,379.0,0.000260016,3.07132e-05,2.14666e-13
1291,379.1,0.000259119,3.0711e-05,2.062e-13
1292,379.2,0.000258226,3.07088e-05,1.98068e-13
1293,379.3,0.000257336,3.07067e-05,1.90259e-13
1294,379.4,0.000256448,3.07046e-05,1.82758e-13
1295,379.5,0.000255564,3.07024e-05,1.75551e-13
1296,379.6,0.000254683,3.07004e-05,1.68627e-13
1297,379.7,0.000253805,3.06983e-05,1.61979e-13
1298,379.8,0.00025293,3.06963e-05,1.55591e-13
1299,379.9,0.000252058,3.06943e-05,1.49457e-13
1300,380.0,0.000251189,3.06923e-05,1.43565e-13
1301,380.1,0.000250323,3.06903e-05,1.37903e-13
1302,380.2,0.000249459,3.06884e-05,1.32464e-13
1303,380.3,0.000248599,3.06865e-05,1.27242e-13
1304,380.4,0.000247742,3.06846e-05,1.22225e-13
1305,380.5,0.000246888,3.06827e-05,1.17405e-13
1306,380.6,0.000246037,3.06808e-05,1.12775e-13
1307,380.7,0.000245188,3.0679e-05,1.08329e-13
1308,380.8,0.000244343,3.06772e-05,1.04056e-13
1309,380.9,0.000243501,3.06754e-05,9.9954e-14
1310,381.0,0.000242661,3.06736e-05,9.60119e-14
1311,381.1,0.000241824,3.06719e-05,9.22267e-14
1312,381.2,0.000240991,3.06701e-05,8.85894e-14
1313,381.3,0.00024016,3.06684e-05,8.50956e-14
1314,381.4,0.000239332,3.06667e-05,8.1742e-14
1315,381.5,0.000238506,3.06651e-05,7.85182e-14
1316,381.6,0.000237684,3.06634e-05,7.54216e-14
1317,381.7,0.000236864,3.06617e-05,7.24471e-14
1318,381.8,0.000236048,3.06601e-05,6.95909e-14
1319,381.9,0.000235234,3.06585e-05,6.68474e-14
1320,382.0,0.000234423,3.06569e-05,6.4211e-14
1321,382.1,0.000233615,3.06554e-05,6.16795e-14
1322,382.2,0.000232809,3.06538e-05,5.9247e-14
1323,382.3,0.000232006,3.06523e-05,5.69103e-14
1324,382.4,0.000231207,3.06508e-05,5.46667e-14
1325,382.5,0.000230409,3.06493e-05,5.25115e-14
1326,382.6,0.000229615,3.06478e-05,5.04406e-14
1327,382.7,0.000228823,3.06463e-05,4.84512e-14
1328,382.8,0.000228034,3.06449e-05,4.65411e-14
1329,382.9,0.000227248,3.06434e-05,4.47063e-14
1330,383.0,0.000226464,3.0642e-05,4.29431e-14
1331,383.1,0.000225684,3.06406e-05,4.12495e-14
1332,383.2,0.000224905,3.06392e-05,3.96233e-14
1333,383.3,0.00022413,3.06378e-05,3.80606e-14
1334,383.4,0.000223357,3.06365e-05,3.65601e-14
1335,383.5,0.000222587,3.06351e-05,3.51187e-14
1336,383.6,0.00022182,3.06338e-05,3.37337e-14
1337,383.7,0.000221055,3.06325e-05,3.24033e-14
1338,383.8,0.000220292,3.06312e-05,3.11258e-14
1339,383.9,0.000219533,3.06299e-05,2.98987e-14
1340,384.0,0.000218776,3.06286e-05,2.87196e-14
1341,384.1,0.000218022,3.06274e-05,2.75869e-14
1342,384.2,0.00021727,3.06261e-05,2.64993e-14
1343,384.3,0.000216521,3.06249e-05,2.54542e-14
1344,384.4,0.000215774,3.06237e-05,2.44507e-14
1345,384.5,0.00021503,3.06225e-05,2.34864e-14
1346,384.6,0.000214289,3.06213e-05,2.25605e-14
1347,384.7,0.00021355,3.06201e-05,2.16707e-14
1348,384.8,0.000212814,3.0619e-05,2.08161e-14
1349,384.9,0.00021208,3.06178e-05,1.99957e-14
1350,385.0,0.000211349,3.06167e-05,1.92071e-14
1351,385.1,0.00021062,3.06156e-05,1.84496e-14
1352,385.2,0.000209894,3.06145e-05,1.77222e-14
1353,385.3,0.00020917,3.06134e-05,1.70233e-14
1354,385.4,0.000208449,3.06123e-05,1.63522e-14
1355,385.5,0.00020773,3.06112e-05,1.57073e-14
1356,385.6,0.000207014,3.06101e-05,1.5088e-14
1357,385.7,0.0002063,3.06091e-05,1.4493e-14
1358,385.8,0.000205589,3.0608e-05,1.39214e-14
1359,385.9,0.00020488,3.0607e-05,1.33726e-14
1360,386.0,0.000204174,3.0606e-05,1.28454e-14
1361,386.1,0.00020347,3.0605e-05,1.23388e-14
1362,386.2,0.000202768,3.0604e-05,1.18521e-14
1363,386.3,0.000202069,3.0603e-05,1.13849e-14
1364,386.4,0.000201372,3.06021e-05,1.0936e-14
1365,386.5,0.000200678,3.06011e-05,1.05047e-14
1366,386.6,0.000199986,3.06001e-05,1.00904e-14
1367,386.7,0.000199297,3.05992e-05,9.69263e-15
1368,386.8,0.000198609,3.05983e-05,9.31037e-15
1369,386.9,0.000197925,3.05974e-05,8.94332e-15
1370,387.0,0.000197242,3.05965e-05,8.59074e-15
1371,387.1,0.000196562,3.05956e-05,8.25193e-15
1372,387.2,0.000195884,3.05947e-05,7.92648e-15
1373,387.3,0.000195209,3.05938e-05,7.61399e-15
1374,387.4,0.000194536,3.05929e-05,7.31382e-15
1375,387.5,0.000193865,3.0592e-05,7.02537e-15
1376,387.6,0.000193197,3.05912e-05,6.7483e-15
1377,387.7,0.000192531,3.05904e-05,6.48225e-15
1378,387.8,0.000191867,3.05895e-05,6.2266e-15
1379,387.9,0.000191205,3.05887e-05,5.98112e-15
1380,388.0,0.000190546,3.05879e-05,5.74524e-15
1381,388.1,0.000189889,3.05871e-05,5.51874e-15
1382,388.2,0.000189234,3.05863e-05,5.30108e-15
1383,388.3,0.000188582,3.05855e-05,5.09202e-15
1384,388.4,0.000187932,3.05847e-05,4.89134e-15
1385,388.5,0.000187284,3.0584e-05,4.69844e-15
1386,388.6,0.000186638,3.05832e-05,4.51314e-15
1387,388.7,0.000185994,3.05825e-05,4.33521e-15
1388,388.8,0.000185353,3.05817e-05,4.16424e-15
1389,388.9,0.000184714,3.0581e-05,4.00006e-15
1390,389.0,0.000184077,3.05802e-05,3.84231e-15
1391,389.1,0.000183443,3.05795e-05,3.69083e-15
1392,389.2,0.00018281,3.05788e-05,3.54527e-15
1393,389.3,0.00018218,3.05781e-05,3.40545e-15
1394,389.4,0.000181552,3.05774e-05,3.27119e-15
1395,389.5,0.000180926,3.05767e-05,3.14223e-15
1396,389.6,0.000180302,3.0576e-05,3.0183e-15
1397,389.7,0.00017968,3.05754e-05,2.89926e-15
1398,389.8,0.000179061,3.05747e-05,2.78496e-15
1399,389.9,0.000178443,3.0574e-05,2.67517e-15
1400,390.0,0.000177828,3.05734e-05,2.56966e-15
1401,390.1,0.000177215,3.05727e-05,2.46836e-15
1402,390.2,0.000176604,3.05721e-05,2.37101e-15
1403,390.3,0.000175995,3.05715e-05,2.2775e-15
1404,390.4,0.000175388,3.05708e-05,2.18771e-15
1405,390.5,0.000174783,3.05702e-05,2.10146e-15
1406,390.6,0.000174181,3.05696e-05,2.01858e-15
1407,390.7,0.00017358,3.0569e-05,1.93897e-15
1408,390.8,0.000172982,3.05685e-05,1.86253e-15
1409,390.9,0.000172385,3.05678e-05,1.7891e-15
1410,391.0,0.000171791,3.05673e-05,1.71854e-15
1411,391.1,0.000171199,3.05667e-05,1.65077e-15
1412,391.2,0.000170608,3.05661e-05,1.58569e-15
1413,391.3,0.00017002,3.05655e-05,1.52315e-15
1414,391.4,0.000169434,3.0565e-05,1.4631e-15
1415,391.5,0.00016885,3.05644e-05,1.40542e-15
1416,391.6,0.000168267,3.05639e-05,1.34999e-15
1417,391.7,0.000167687,3.05634e-05,1.29675e-15
1418,391.8,0.000167109,3.05628e-05,1.24561e-15
1419,391.9,0.000166533,3.05623e-05,1.19652e-15
1420,392.0,0.000165959,3.05618e-05,1.14933e-15
1421,392.1,0.000165386,3.05613e-05,1.104e-15
1422,392.2,0.000164816,3.05608e-05,1.06048e-15
1423,392.3,0.000164248,3.05603e-05,1.01865e-15
1424,392.4,0.000163682,3.05598e-05,9.78495e-16
1425,392.5,0.000163117,3.05592e-05,9.39904e-16
1426,392.6,0.000162555,3.05588e-05,9.02849e-16
1427,392.7,0.000161994,3.05583e-05,8.67242e-16
1428,392.8,0.000161436,3.05578e-05,8.33039e-16
1429,392.9,0.000160879,3.05573e-05,8.00198e-16
1430,393.0,0.000160325,3.05569e-05,7.68651e-16
1431,393.1,0.000159772,3.05564e-05,7.38336e-16
1432,393.2,0.000159221,3.0556e-05,7.09217e-16
1433,393.3,0.000158672,3.05555e-05,6.81257e-16
1434,393.4,0.000158125,3.05551e-05,6.54399e-16
1435,393.5,0.00015758,3.05546e-05,6.2859e-16
1436,393.6,0.000157036,3.05542e-05,6.03809e-16
1437,393.7,0.000156495,3.05538e-05,5.79995e-16
1438,393.8,0.000155955,3.05533e-05,5.57121e-16
1439,393.9,0.000155418,3.05529e-05,5.35157e-16
1440,394.0,0.000154882,3.05525e-05,5.14059e-16
1441,394.1,0.000154348,3.05521e-05,4.93785e-16
1442,394.2,0.000153815,3.05517e-05,4.74311e-16
1443,394.3,0.000153285,3.05513e-05,4.55612e-16
1444,394.4,0.000152757,3.05509e-05,4.3765e-16
1445,394.5,0.00015223,3.05505e-05,4.2039e-16
1446,394.6,0.000151705,3.05501e-05,4.0381e-16
1447,394.7,0.000151182,3.05497e-05,3.8789e-16
1448,394.8,0.000150661,3.05493e-05,3.72592e-16
1449,394.9,0.000150141,3.05489e-05,3.57903e-16
1450,395.0,0.000149624,3.05486e-05,3.43793e-16
1451,395.1,0.000149108,3.05482e-05,3.30235e-16
1452,395.2,0.000148594,3.05478e-05,3.17211e-16
1453,395.3,0.000148081,3.05475e-05,3.04705e-16
1454,395.4,0.000147571,3.05471e-05,2.92692e-16
1455,395.5,0.000147062,3.05468e-05,2.81149e-16
1456,395.6,0.000146555,3.05464e-05,2.70061e-16
1457,395.7,0.000146049,3.05461e-05,2.59414e-16
1458,395.8,0.000145546,3.05457e-05,2.49183e-16
1459,395.9,0.000145044,3.05454e-05,2.39359e-16
1460,396.0,0.000144544,3.05451e-05,2.29919e-16
1461,396.1,0.000144046,3.05447e-05,2.20855e-16
1462,396.2,0.000143549,3.05444e-05,2.12145e-16
1463,396.3,0.000143054,3.05441e-05,2.03778e-16
1464,396.4,0.000142561,3.05437e-05,1.95747e-16
1465,396.5,0.000142069,3.05435e-05,1.88027e-16
1466,396.6,0.000141579,3.05431e-05,1.80612e-16
1467,396.7,0.000141091,3.05428e-05,1.73488e-16
1468,396.8,0.000140605,3.05425e-05,1.66649e-16
1469,396.9,0.00014012,3.05422e-05,1.60079e-16
1470,397.0,0.000139637,3.05419e-05,1.53766e-16
1471,397.1,0.000139155,3.05416e-05,1.47704e-16
1472,397.2,0.000138676,3.05413e-05,1.41878e-16
1473,397.3,0.000138197,3.0541e-05,1.36283e-16
1474,397.4,0.000137721,3.05407e-05,1.3091e-16
1475,397.5,0.000137246,3.05405e-05,1.25749e-16
1476,397.6,0.000136773,3.05402e-05,1.2079e-16
1477,397.7,0.000136301,3.05399e-05,1.16026e-16
1478,397.8,0.000135831,3.05396e-05,1.11452e-16
1479,397.9,0.000135363,3.05394e-05,1.07058e-16
1480,398.0,0.000134896,3.05391e-05,1.02836e-16
1481,398.1,0.000134431,3.05389e-05,9.87799e-17
1482,398.2,0.000133968,3.05386e-05,9.48856e-17
1483,398.3,0.000133506,3.05383e-05,9.11434e-17
1484,398.4,0.000133045,3.05381e-05,8.75502e-17
1485,398.5,0.000132587,3.05378e-05,8.40986e-17
1486,398.6,0.00013213,3.05376e-05,8.07819e-17
1487,398.7,0.000131674,3.05373e-05,7.75959e-17
1488,398.8,0.00013122,3.0537e-05,7.45368e-17
1489,398.9,0.000130768,3.05368e-05,7.15983e-17
1490,399.0,0.000130317,3.05366e-05,6.87745e-17
1491,399.1,0.000129867,3.05363e-05,6.60622e-17
1492,399.2,0.00012942,3.05361e-05,6.34577e-17
1493,399.3,0.000128973,3.05359e-05,6.0955e-17
1494,399.4,0.000128529,3.05356e-05,5.85519e-17
1495,399.5,0.000128086,3.05354e-05,5.62427e-17
1496,399.6,0.000127644,3.05352e-05,5.40254e-17
1497,399.7,0.000127204,3.0535e-05,5.18947e-17
1498,399.8,0.000126765,3.05348e-05,4.98481e-17
1499,399.9,0.000126328,3.05345e-05,4.78836e-17
1500,400.0,0.000125893,3.05343e-05,4.59951e-17
