# Action spectra of TEMIS UV v2.0 data products
# ---------------------------------------------
#
# Implemented in TEMIS UV v2.0 processing:
#   Erythemal  = CIE-98, cf. Webb, A.R. et al. (2011)
#   Vitamin-D  = CIE-174, cf. Bouillon, R. et al. (2006)
#   DNA-damage = Setlow, R.B. (1974)
#                Bernhard, G. and Seckmeyer, G. (1997)
#
# For more information, see
# http://www.temis.nl/uvradiation/product/action.html
#
#
# Action spectrum data at 0.1 nm interval, produced from
# the implementation by Marc Allaart (KNMI, April 2017).
#
#
#
,wavelength,Erythemal,DNA-damage,Vitamin-D
622,312.2,0.0462593,0.0131983,0.1118
623,312.3,0.0452687,0.0127088,0.108199
624,312.4,0.0442997,0.0122382,0.1046
625,312.5,0.0433511,0.0117855,0.101
626,312.6,0.0424228,0.0113503,0.0973998
627,312.7,0.0415144,0.0109317,0.0937996
628,312.8,0.0406255,0.0105293,0.0901993
629,312.9,0.0397558,0.0101424,0.0866002
630,313.0,0.0389045,0.00977032,0.083
631,313.1,0.0380714,0.0094125,0.0795998
632,313.2,0.0372562,0.00906844,0.0761996
633,313.3,0.0364585,0.00873758,0.0727994
634,313.4,0.035678,0.00841952,0.0694002
635,313.5,0.034914,0.00811358,0.066
636,313.6,0.0341664,0.00781937,0.0625998
637,313.7,0.0334348,0.00753643,0.0591996
638,313.8,0.0327189,0.00726433,0.0557994
639,313.9,0.0320185,0.00700274,0.0524002
640,314.0,0.0313329,0.00675107,0.049
641,314.1,0.0306619,0.00650902,0.0474999
642,314.2,0.0300054,0.00627623,0.0459998
643,314.3,0.0293629,0.00605231,0.0444997
644,314.4,0.0287343,0.00583701,0.0430001
645,314.5,0.028119,0.00562984,0.0415
646,314.6,0.0275169,0.00543055,0.0399999
647,314.7,0.0269277,0.00523886,0.0384998
648,314.8,0.0263511,0.00505443,0.0369997
649,314.9,0.025787,0.00487707,0.0355001
650,315.0,0.0252348,0.00470636,0.034
651,315.1,0.0246945,0.00454212,0.0313441
652,315.2,0.0241657,0.00438409,0.0301081
653,315.3,0.0236482,0.00423202,0.0289207
654,315.4,0.023142,0.00408574,0.0277807
655,315.5,0.0226464,0.00394491,0.0266851
656,315.6,0.0221615,0.00380937,0.0256329
657,315.7,0.021687,0.00367892,0.024622
658,315.8,0.0212226,0.00355336,0.0236511
659,315.9,0.0207683,0.00343254,0.0227187
660,316.0,0.0203236,0.00331619,0.0218228
661,316.1,0.0198884,0.00320418,0.0209623
662,316.2,0.0194625,0.00309633,0.0201356
663,316.3,0.0190458,0.0029925,0.0193416
664,316.4,0.0186381,0.00289254,0.0185791
665,316.5,0.018239,0.00279625,0.0178465
666,316.6,0.0178484,0.00270352,0.0171428
667,316.7,0.0174662,0.00261421,0.0164667
668,316.8,0.0170922,0.00252818,0.0158174
669,316.9,0.0167263,0.00244534,0.0151938
670,317.0,0.0163682,0.0023655,0.0145947
671,317.1,0.0160177,0.00228859,0.0140191
672,317.2,0.0156747,0.00221448,0.0134663
673,317.3,0.015339,0.00214307,0.0129353
674,317.4,0.0150107,0.00207427,0.0124254
675,317.5,0.0146893,0.00200794,0.0119354
676,317.6,0.0143747,0.00194401,0.0114647
677,317.7,0.0140669,0.00188238,0.0110126
678,317.8,0.0137657,0.00182297,0.0105784
679,317.9,0.013471,0.00176571,0.0101613
680,318.0,0.0131826,0.00171048,0.00976067
681,318.1,0.0129003,0.00165723,0.00937572
682,318.2,0.0126241,0.00160586,0.00900595
683,318.3,0.0123537,0.00155632,0.0086509
684,318.4,0.0120893,0.00150855,0.00830985
685,318.5,0.0118304,0.00146245,0.00798212
686,318.6,0.0115771,0.00141798,0.00766743
687,318.7,0.0113292,0.00137507,0.00736504
688,318.8,0.0110866,0.00133366,0.00707457
689,318.9,0.0108493,0.0012937,0.00679567
690,319.0,0.010617,0.00125513,0.00652775
691,319.1,0.0103896,0.0012179,0.00627031
692,319.2,0.0101671,0.00118195,0.00602301
693,319.3,0.00994944,0.00114724,0.00578556
694,319.4,0.00973645,0.00111374,0.00555747
695,319.5,0.00952796,0.00108138,0.00533829
696,319.6,0.00932394,0.00105012,0.00512776
697,319.7,0.00912429,0.00101993,0.0049256
698,319.8,0.00892891,0.000990763,0.00473134
699,319.9,0.00873777,0.000962593,0.00454481
700,320.0,0.00855067,0.000935366,0.00436564
701,320.1,0.00836757,0.000909055,0.00419347
702,320.2,0.0081884,0.000883626,0.00402808
703,320.3,0.00801306,0.000859046,0.00386922
704,320.4,0.00784153,0.000835292,0.00371674
705,320.5,0.00767361,0.00081232,0.00357015
706,320.6,0.0075093,0.000790107,0.00342935
707,320.7,0.00734851,0.000768628,0.00329415
708,320.8,0.00719115,0.000747854,0.00316423
709,320.9,0.00703721,0.000727765,0.00303949
710,321.0,0.00688652,0.000708326,0.00291961
711,321.1,0.00673906,0.000689519,0.00280451
712,321.2,0.00659476,0.000671321,0.00269391
713,321.3,0.00645354,0.000653711,0.00258766
714,321.4,0.0063154,0.000636672,0.00248565
715,321.5,0.00618017,0.000620174,0.00238765
716,321.6,0.00604783,0.000604202,0.00229349
717,321.7,0.00591833,0.000588739,0.00220303
718,321.8,0.0057916,0.000573765,0.00211618
719,321.9,0.00566762,0.000559268,0.00203275
720,322.0,0.00554626,0.000545223,0.00195258
721,322.1,0.0054275,0.000531617,0.00187561
722,322.2,0.00531128,0.000518437,0.00180163
723,322.3,0.00519755,0.000505666,0.00173058
724,322.4,0.00508628,0.000493294,0.00166235
725,322.5,0.00497737,0.0004813,0.00159682
726,322.6,0.00487079,0.000469675,0.00153384
727,322.7,0.00476649,0.000458406,0.00147335
728,322.8,0.00466443,0.00044748,0.00141526
729,322.9,0.00456458,0.000436889,0.00135947
730,323.0,0.00446684,0.000426615,0.00130585
731,323.1,0.00437119,0.000416651,0.00125435
732,323.2,0.00427759,0.000406986,0.0012049
733,323.3,0.00418599,0.000397609,0.00115738
734,323.4,0.00409639,0.000388514,0.00111175
735,323.5,0.00400867,0.000379686,0.00106792
736,323.6,0.00392283,0.000371119,0.0010258
737,323.7,0.00383883,0.000362803,0.000985348
738,323.8,0.00375663,0.000354731,0.000946501
739,323.9,0.00367621,0.000346897,0.000909187
740,324.0,0.00359749,0.000339287,0.00087333
741,324.1,0.00352046,0.000331898,0.000838887
742,324.2,0.00344508,0.000324721,0.000805814
743,324.3,0.00337131,0.000317751,0.000774034
744,324.4,0.00329914,0.000310981,0.000743519
745,324.5,0.00322849,0.000304402,0.000714195
746,324.6,0.00315936,0.000298008,0.000686039
747,324.7,0.00309171,0.000291796,0.000658982
748,324.8,0.00302551,0.000285757,0.000632993
749,324.9,0.00296074,0.000279889,0.000608047
750,325.0,0.00289734,0.000274183,0.000584067
751,325.1,0.0028353,0.000268635,0.000561032
752,325.2,0.00277459,0.000263239,0.000538905
753,325.3,0.00271518,0.000257992,0.00051766
754,325.4,0.00265706,0.000252891,0.000497251
755,325.5,0.00260016,0.000247926,0.00047764
756,325.6,0.00254448,0.000243096,0.00045881
757,325.7,0.00249,0.000238397,0.000440715
758,325.8,0.00243668,0.000233824,0.000423334
759,325.9,0.00238452,0.000229375,0.000406644
760,326.0,0.00233346,0.000225042,0.000390613
761,326.1,0.00228349,0.000220825,0.000375208
762,326.2,0.0022346,0.00021672,0.00036041
763,326.3,0.00218675,0.000212722,0.000346201
764,326.4,0.00213994,0.00020883,0.000332553
765,326.5,0.00209411,0.000205038,0.000319437
766,326.6,0.00204927,0.000201345,0.000306839
767,326.7,0.00200539,0.000197747,0.000294742
768,326.8,0.00196245,0.000194242,0.000283118
769,326.9,0.00192044,0.000190828,0.000271956
770,327.0,0.00187932,0.000187499,0.000261235
771,327.1,0.00183908,0.000184255,0.000250932
772,327.2,0.0017997,0.000181094,0.000241035
773,327.3,0.00176116,0.000178011,0.000231533
774,327.4,0.00172346,0.000175007,0.000222405
775,327.5,0.00168655,0.000172077,0.000213634
776,327.6,0.00165044,0.000169219,0.000205208
777,327.7,0.0016151,0.000166433,0.000197118
778,327.8,0.00158051,0.000163714,0.000189344
779,327.9,0.00154668,0.000161064,0.000181879
780,328.0,0.00151356,0.000158477,0.000174706
781,328.1,0.00150834,0.000155953,0.000167819
782,328.2,0.00150314,0.00015349,0.0001612
783,328.3,0.00149796,0.000151086,0.000154843
784,328.4,0.0014928,0.000148741,0.00014874
785,328.5,0.00148765,0.000146451,0.000142874
786,328.6,0.00148252,0.000144215,0.000137239
787,328.7,0.00147741,0.000142032,0.000131829
788,328.8,0.00147231,0.0001399,0.00012663
789,328.9,0.00146724,0.000137819,0.000121637
790,329.0,0.00146218,0.000135786,0.00011684
791,329.1,0.00145714,0.000133801,0.000112234
792,329.2,0.00145211,0.000131861,0.000107808
793,329.3,0.0014471,0.000129966,0.000103556
794,329.4,0.00144212,0.000128114,9.94732e-05
795,329.5,0.00143714,0.000126305,9.55516e-05
796,329.6,0.00143219,0.000124537,9.17832e-05
797,329.7,0.00142725,0.000122808,8.81634e-05
798,329.8,0.00142233,0.000121119,8.46876e-05
799,329.9,0.00141743,0.000119468,8.13489e-05
800,330.0,0.00141254,0.000117853,7.81406e-05
801,330.1,0.00140767,0.000116275,7.50588e-05
802,330.2,0.00140281,0.000114731,7.20997e-05
803,330.3,0.00139798,0.000113221,6.92562e-05
804,330.4,0.00139316,0.000111745,6.65259e-05
805,330.5,0.00138835,0.000110301,6.39031e-05
806,330.6,0.00138357,0.000108888,6.13829e-05
807,330.7,0.0013788,0.000107506,5.8962e-05
808,330.8,0.00137404,0.000106153,5.66375e-05
809,330.9,0.0013693,0.00010483,5.44046e-05
810,331.0,0.00136458,0.000103535,5.2259e-05
811,331.1,0.00135988,0.000102267,5.0198e-05
812,331.2,0.00135519,0.000101027,4.8219e-05
813,331.3,0.00135052,9.9812e-05,4.63173e-05
814,331.4,0.00134586,9.86234e-05,4.44913e-05
815,331.5,0.00134122,9.74593e-05,4.27366e-05
816,331.6,0.0013366,9.63195e-05,4.10517e-05
817,331.7,0.00133199,9.52032e-05,3.94327e-05
818,331.8,0.00132739,9.41102e-05,3.78775e-05
819,331.9,0.00132282,9.30398e-05,3.63848e-05
820,332.0,0.00131826,9.19912e-05,3.49498e-05
821,332.1,0.00131371,9.09639e-05,3.35715e-05
822,332.2,0.00130918,8.99576e-05,3.22479e-05
823,332.3,0.00130467,8.89715e-05,3.09761e-05
824,332.4,0.00130017,8.80056e-05,2.97549e-05
825,332.5,0.00129569,8.70588e-05,2.85814e-05
826,332.6,0.00129122,8.6131e-05,2.74546e-05
827,332.7,0.00128677,8.52216e-05,2.63719e-05
828,332.8,0.00128233,8.43303e-05,2.53318e-05
829,332.9,0.00127791,8.34568e-05,2.43331e-05
830,333.0,0.0012735,8.26003e-05,2.33738e-05
831,333.1,0.00126911,8.17604e-05,2.2452e-05
832,333.2,0.00126474,8.0937e-05,2.15665e-05
833,333.3,0.00126038,8.01297e-05,2.07163e-05
834,333.4,0.00125603,7.93381e-05,1.98995e-05
835,333.5,0.0012517,7.85615e-05,1.91147e-05
836,333.6,0.00124738,7.77999e-05,1.83612e-05
837,333.7,0.00124308,7.70528e-05,1.7637e-05
838,333.8,0.0012388,7.63199e-05,1.69414e-05
839,333.9,0.00123453,7.56013e-05,1.62735e-05
840,334.0,0.00123027,7.48958e-05,1.5632e-05
841,334.1,0.00122603,7.42037e-05,1.50155e-05
842,334.2,0.0012218,7.35247e-05,1.44233e-05
843,334.3,0.00121759,7.28582e-05,1.38547e-05
844,334.4,0.00121339,7.22043e-05,1.33084e-05
845,334.5,0.00120921,7.15623e-05,1.27836e-05
846,334.6,0.00120504,7.09323e-05,1.22794e-05
847,334.7,0.00120088,7.03137e-05,1.17953e-05
848,334.8,0.00119674,6.97066e-05,1.13301e-05
849,334.9,0.00119261,6.91107e-05,1.08834e-05
850,335.0,0.0011885,6.85254e-05,1.04544e-05
851,335.1,0.0011844,6.79507e-05,1.00421e-05
852,335.2,0.00118032,6.73864e-05,9.64602e-06
853,335.3,0.00117625,6.68322e-05,9.26559e-06
854,335.4,0.0011722,6.62882e-05,8.90044e-06
855,335.5,0.00116815,6.57536e-05,8.54942e-06
856,335.6,0.00116413,6.52286e-05,8.21224e-06
857,335.7,0.00116011,6.47129e-05,7.88848e-06
858,335.8,0.00115611,6.42062e-05,7.57737e-06
859,335.9,0.00115213,6.37087e-05,7.27864e-06
860,336.0,0.00114815,6.32197e-05,6.99158e-06
861,336.1,0.00114419,6.27391e-05,6.71594e-06
862,336.2,0.00114025,6.22671e-05,6.45108e-06
863,336.3,0.00113632,6.18031e-05,6.19666e-06
864,336.4,0.0011324,6.13473e-05,5.95236e-06
865,336.5,0.0011285,6.08992e-05,5.71769e-06
866,336.6,0.0011246,6.04589e-05,5.49219e-06
867,336.7,0.00112073,6.0026e-05,5.27559e-06
868,336.8,0.00111686,5.96005e-05,5.06761e-06
869,336.9,0.00111301,5.91823e-05,4.86782e-06
870,337.0,0.00110918,5.8771e-05,4.67584e-06
871,337.1,0.00110535,5.83668e-05,4.4915e-06
872,337.2,0.00110154,5.79693e-05,4.31436e-06
873,337.3,0.00109774,5.75784e-05,4.14421e-06
874,337.4,0.00109396,5.71943e-05,3.98083e-06
875,337.5,0.00109018,5.68163e-05,3.82389e-06
876,337.6,0.00108643,5.64446e-05,3.67308e-06
877,337.7,0.00108268,5.60791e-05,3.52822e-06
878,337.8,0.00107895,5.57196e-05,3.38912e-06
879,337.9,0.00107523,5.5366e-05,3.25551e-06
880,338.0,0.00107152,5.50182e-05,3.12711e-06
881,338.1,0.00106783,5.46761e-05,3.00379e-06
882,338.2,0.00106414,5.43395e-05,2.88536e-06
883,338.3,0.00106047,5.40083e-05,2.77157e-06
884,338.4,0.00105682,5.36826e-05,2.6623e-06
885,338.5,0.00105317,5.3362e-05,2.55734e-06
886,338.6,0.00104954,5.30466e-05,2.45649e-06
887,338.7,0.00104592,5.27362e-05,2.35961e-06
888,338.8,0.00104232,5.24308e-05,2.26658e-06
889,338.9,0.00103872,5.21303e-05,2.17722e-06
890,339.0,0.00103514,5.18344e-05,2.09136e-06
891,339.1,0.00103157,5.15433e-05,2.00888e-06
892,339.2,0.00102802,5.12567e-05,1.92968e-06
893,339.3,0.00102447,5.09747e-05,1.85357e-06
894,339.4,0.00102094,5.06971e-05,1.7805e-06
895,339.5,0.00101742,5.04238e-05,1.71028e-06
896,339.6,0.00101391,5.01547e-05,1.64285e-06
897,339.7,0.00101042,4.98899e-05,1.57806e-06
898,339.8,0.00100693,4.9629e-05,1.51582e-06
899,339.9,0.00100346,4.93724e-05,1.45609e-06
900,340.0,0.001,4.91196e-05,1.39866e-06
901,340.1,0.000996552,4.88706e-05,1.3435e-06
902,340.2,0.000993116,4.86254e-05,1.29051e-06
903,340.3,0.000989691,4.83841e-05,1.23964e-06
904,340.4,0.00098628,4.81464e-05,1.19076e-06
905,340.5,0.000982879,4.79123e-05,1.1438e-06
906,340.6,0.00097949,4.76817e-05,1.09871e-06
907,340.7,0.000976112,4.74546e-05,1.05538e-06
908,340.8,0.000972747,4.72309e-05,1.01375e-06
909,340.9,0.000969394,4.70106e-05,9.73789e-07
910,341.0,0.000966051,4.67936e-05,9.35398e-07
911,341.1,0.00096272,4.65797e-05,8.98507e-07
912,341.2,0.0009594,4.63691e-05,8.63071e-07
913,341.3,0.000956092,4.61616e-05,8.29046e-07
914,341.4,0.000952796,4.59573e-05,7.96361e-07
915,341.5,0.000949511,4.57558e-05,7.64954e-07
916,341.6,0.000946237,4.55574e-05,7.34785e-07
917,341.7,0.000942974,4.53619e-05,7.05817e-07
918,341.8,0.000939723,4.51692e-05,6.7798e-07
919,341.9,0.000936484,4.49794e-05,6.51252e-07
920,342.0,0.000933254,4.47923e-05,6.25577e-07
921,342.1,0.000930036,4.46079e-05,6.00905e-07
922,342.2,0.000926829,4.44262e-05,5.77206e-07
923,342.3,0.000923634,4.42471e-05,5.5445e-07
924,342.4,0.00092045,4.40707e-05,5.32592e-07
925,342.5,0.000917276,4.38968e-05,5.11587e-07
926,342.6,0.000914113,4.37253e-05,4.91411e-07
927,342.7,0.000910961,4.35563e-05,4.72037e-07
928,342.8,0.00090782,4.33897e-05,4.53421e-07
929,342.9,0.000904691,4.32256e-05,4.35545e-07
930,343.0,0.000901571,4.30636e-05,4.18368e-07
931,343.1,0.000898463,4.29041e-05,4.01874e-07
932,343.2,0.000895365,4.27468e-05,3.86025e-07
933,343.3,0.000892277,4.25917e-05,3.708e-07
934,343.4,0.000889201,4.24388e-05,3.56187e-07
935,343.5,0.000886135,4.22881e-05,3.4214e-07
936,343.6,0.00088308,4.21394e-05,3.28646e-07
937,343.7,0.000880035,4.19928e-05,3.1569e-07
938,343.8,0.000877001,4.18484e-05,3.03239e-07
939,343.9,0.000873977,4.17059e-05,2.91284e-07
940,344.0,0.000870964,4.15654e-05,2.79797e-07
941,344.1,0.00086796,4.14268e-05,2.68766e-07
942,344.2,0.000864968,4.12901e-05,2.58166e-07
943,344.3,0.000861985,4.11553e-05,2.47984e-07
944,344.4,0.000859014,4.10225e-05,2.38208e-07
945,344.5,0.000856052,4.08914e-05,2.28817e-07
946,344.6,0.0008531,4.07621e-05,2.19793e-07
947,344.7,0.000850158,4.06346e-05,2.11124e-07
948,344.8,0.000847227,4.05088e-05,2.02801e-07
949,344.9,0.000844306,4.03848e-05,1.94806e-07
950,345.0,0.000841395,4.02625e-05,1.87123e-07
951,345.1,0.000838494,4.01418e-05,1.79746e-07
952,345.2,0.000835603,4.00227e-05,1.72657e-07
953,345.3,0.000832722,3.99053e-05,1.65847e-07
954,345.4,0.000829851,3.97894e-05,1.59309e-07
955,345.5,0.00082699,3.96751e-05,1.53028e-07
956,345.6,0.000824138,3.95624e-05,1.46993e-07
957,345.7,0.000821297,3.94511e-05,1.41196e-07
958,345.8,0.000818465,3.93414e-05,1.35629e-07
959,345.9,0.000815643,3.92331e-05,1.30282e-07
960,346.0,0.000812831,3.91263e-05,1.25144e-07
961,346.1,0.000810028,3.90208e-05,1.20209e-07
962,346.2,0.000807235,3.89168e-05,1.1547e-07
963,346.3,0.000804451,3.88142e-05,1.10916e-07
964,346.4,0.000801678,3.8713e-05,1.06543e-07
965,346.5,0.000798914,3.8613e-05,1.02341e-07
966,346.6,0.000796159,3.85144e-05,9.83063e-08
967,346.7,0.000793414,3.84171e-05,9.44292e-08
968,346.8,0.000790678,3.83211e-05,9.07051e-08
969,346.9,0.000787953,3.82264e-05,8.71305e-08
970,347.0,0.000785236,3.81328e-05,8.36941e-08
971,347.1,0.000782528,3.80405e-05,8.03934e-08
972,347.2,0.00077983,3.79495e-05,7.72239e-08
973,347.3,0.000777141,3.78596e-05,7.41783e-08
974,347.4,0.000774462,3.77708e-05,7.12539e-08
975,347.5,0.000771792,3.76833e-05,6.84438e-08
976,347.6,0.00076913,3.75969e-05,6.57454e-08
977,347.7,0.000766478,3.75115e-05,6.31525e-08
978,347.8,0.000763836,3.74273e-05,6.06619e-08
979,347.9,0.000761203,3.73442e-05,5.82703e-08
980,348.0,0.000758578,3.72622e-05,5.59731e-08
981,348.1,0.000755962,3.71812e-05,5.37656e-08
982,348.2,0.000753355,3.71013e-05,5.16451e-08
983,348.3,0.000750758,3.70223e-05,4.96091e-08
984,348.4,0.00074817,3.69445e-05,4.76533e-08
985,348.5,0.00074559,3.68676e-05,4.57739e-08
986,348.6,0.000743019,3.67917e-05,4.39693e-08
987,348.7,0.000740457,3.67167e-05,4.22352e-08
988,348.8,0.000737904,3.66427e-05,4.05695e-08
989,348.9,0.00073536,3.65697e-05,3.89701e-08
990,349.0,0.000732825,3.64975e-05,3.74338e-08
991,349.1,0.000730298,3.64263e-05,3.59574e-08
992,349.2,0.00072778,3.6356e-05,3.45393e-08
993,349.3,0.00072527,3.62866e-05,3.31776e-08
994,349.4,0.00072277,3.62181e-05,3.18696e-08
995,349.5,0.000720278,3.61504e-05,3.06127e-08
996,349.6,0.000717794,3.60836e-05,2.94054e-08
997,349.7,0.000715319,3.60177e-05,2.82461e-08
998,349.8,0.000712853,3.59525e-05,2.71322e-08
999,349.9,0.000710396,3.58882e-05,2.60625e-08
1000,350.0,0.000707946,3.58247e-05,2.5035e-08
1001,350.1,0.000705505,3.5762e-05,2.40477e-08
1002,350.2,0.000703072,3.57e-05,2.30993e-08
1003,350.3,0.000700648,3.56389e-05,2.21882e-08
1004,350.4,0.000698233,3.55785e-05,2.13138e-08
1005,350.5,0.000695825,3.55189e-05,2.04732e-08
1006,350.6,0.000693426,3.546e-05,1.96658e-08
1007,350.7,0.000691035,3.54018e-05,1.88905e-08
1008,350.8,0.000688652,3.53444e-05,1.81455e-08
1009,350.9,0.000686278,3.52876e-05,1.74301e-08
1010,351.0,0.000683912,3.52316e-05,1.67427e-08
1011,351.1,0.000681553,3.51763e-05,1.60826e-08
1012,351.2,0.000679203,3.51216e-05,1.54484e-08
1013,351.3,0.000676862,3.50677e-05,1.48391e-08
1014,351.4,0.000674528,3.50144e-05,1.42541e-08
1015,351.5,0.000672202,3.49617e-05,1.36921e-08
1016,351.6,0.000669885,3.49097e-05,1.31521e-08
1017,351.7,0.000667575,3.48583e-05,1.26334e-08
1018,351.8,0.000665273,3.48076e-05,1.21354e-08
1019,351.9,0.000662979,3.47575e-05,1.16569e-08
1020,352.0,0.000660694,3.4708e-05,1.11972e-08
1021,352.1,0.000658415,3.46592e-05,1.07558e-08
1022,352.2,0.000656145,3.46108e-05,1.03316e-08
1023,352.3,0.000653883,3.45632e-05,9.92411e-09
1024,352.4,0.000651629,3.4516e-05,9.53286e-09
1025,352.5,0.000649382,3.44695e-05,9.15704e-09
1026,352.6,0.000647142,3.44235e-05,8.79589e-09
1027,352.7,0.000644911,3.43781e-05,8.449e-09
1028,352.8,0.000642687,3.43332e-05,8.1159e-09
1029,352.9,0.000640472,3.42889e-05,7.79594e-09
1030,353.0,0.000638264,3.42451e-05,7.48848e-09
1031,353.1,0.000636063,3.42019e-05,7.19315e-09
1032,353.2,0.000633869,3.41592e-05,6.90956e-09
1033,353.3,0.000631684,3.4117e-05,6.63706e-09
1034,353.4,0.000629507,3.40753e-05,6.3754e-09
1035,353.5,0.000627336,3.40341e-05,6.12406e-09
1036,353.6,0.000625173,3.39934e-05,5.88253e-09
1037,353.7,0.000623017,3.39532e-05,5.65053e-09
1038,353.8,0.000620869,3.39134e-05,5.42777e-09
1039,353.9,0.000618728,3.38742e-05,5.21378e-09
1040,354.0,0.000616595,3.38354e-05,5.00816e-09
1041,354.1,0.000614469,3.37971e-05,4.81064e-09
1042,354.2,0.00061235,3.37593e-05,4.62099e-09
1043,354.3,0.000610239,3.37219e-05,4.43874e-09
1044,354.4,0.000608135,3.36849e-05,4.26375e-09
1045,354.5,0.000606038,3.36484e-05,4.09559e-09
1046,354.6,0.000603948,3.36124e-05,3.93413e-09
1047,354.7,0.000601866,3.35767e-05,3.77897e-09
1048,354.8,0.000599791,3.35415e-05,3.62993e-09
1049,354.9,0.000597723,3.35067e-05,3.48688e-09
1050,355.0,0.000595662,3.34723e-05,3.34936e-09
1051,355.1,0.000593608,3.34384e-05,3.21727e-09
1052,355.2,0.000591561,3.34048e-05,3.09043e-09
1053,355.3,0.000589522,3.33716e-05,2.96855e-09
1054,355.4,0.000587489,3.33389e-05,2.85152e-09
1055,355.5,0.000585464,3.33065e-05,2.73906e-09
1056,355.6,0.000583445,3.32745e-05,2.63107e-09
1057,355.7,0.000581433,3.32429e-05,2.52731e-09
1058,355.8,0.000579428,3.32116e-05,2.42763e-09
1059,355.9,0.000577431,3.31808e-05,2.33193e-09
1060,356.0,0.00057544,3.31503e-05,2.23999e-09
1061,356.1,0.000573456,3.31201e-05,2.15165e-09
1062,356.2,0.000571479,3.30903e-05,2.06679e-09
1063,356.3,0.000569508,3.30609e-05,1.98531e-09
1064,356.4,0.000567545,3.30318e-05,1.90704e-09
1065,356.5,0.000565588,3.30031e-05,1.83183e-09
1066,356.6,0.000563638,3.29747e-05,1.75958e-09
1067,356.7,0.000561694,3.29466e-05,1.69022e-09
1068,356.8,0.000559757,3.29188e-05,1.62356e-09
1069,356.9,0.000557828,3.28914e-05,1.55955e-09
1070,357.0,0.000555904,3.28643e-05,1.49806e-09
1071,357.1,0.000553988,3.28375e-05,1.43898e-09
1072,357.2,0.000552077,3.28111e-05,1.38223e-09
1073,357.3,0.000550174,3.27849e-05,1.32774e-09
1074,357.4,0.000548277,3.27591e-05,1.27539e-09
1075,357.5,0.000546387,3.27335e-05,1.22509e-09
1076,357.6,0.000544503,3.27083e-05,1.17678e-09
1077,357.7,0.000542625,3.26833e-05,1.13038e-09
1078,357.8,0.000540754,3.26587e-05,1.0858e-09
1079,357.9,0.00053889,3.26343e-05,1.043e-09
1080,358.0,0.000537032,3.26102e-05,1.00186e-09
1081,358.1,0.00053518,3.25864e-05,9.62365e-10
1082,358.2,0.000533335,3.25629e-05,9.24411e-10
1083,358.3,0.000531496,3.25396e-05,8.87953e-10
1084,358.4,0.000529664,3.25167e-05,8.5296e-10
1085,358.5,0.000527837,3.2494e-05,8.1932e-10
1086,358.6,0.000526017,3.24715e-05,7.87007e-10
1087,358.7,0.000524203,3.24493e-05,7.5598e-10
1088,358.8,0.000522396,3.24274e-05,7.26165e-10
1089,358.9,0.000520595,3.24057e-05,6.97537e-10
1090,359.0,0.0005188,3.23843e-05,6.70027e-10
1091,359.1,0.000517011,3.23631e-05,6.43612e-10
1092,359.2,0.000515229,3.23422e-05,6.18229e-10
1093,359.3,0.000513452,3.23215e-05,5.93847e-10
1094,359.4,0.000511682,3.2301e-05,5.70435e-10
1095,359.5,0.000509918,3.22808e-05,5.47946e-10
1096,359.6,0.00050816,3.22608e-05,5.26336e-10
1097,359.7,0.000506407,3.22411e-05,5.05578e-10
1098,359.8,0.000504661,3.22216e-05,4.85646e-10
1099,359.9,0.000502921,3.22023e-05,4.665e-10
1100,360.0,0.000501187,3.21832e-05,4.48102e-10
1101,360.1,0.000499459,3.21644e-05,4.30436e-10
1102,360.2,0.000497737,3.21458e-05,4.1346e-10
1103,360.3,0.000496021,3.21273e-05,3.97154e-10
1104,360.4,0.000494311,3.21091e-05,3.81496e-10
1105,360.5,0.000492606,3.20911e-05,3.66456e-10
1106,360.6,0.000490908,3.20734e-05,3.52004e-10
1107,360.7,0.000489215,3.20558e-05,3.38121e-10
1108,360.8,0.000487528,3.20384e-05,3.24791e-10
1109,360.9,0.000485848,3.20212e-05,3.11986e-10
1110,361.0,0.000484173,3.20042e-05,2.99682e-10
1111,361.1,0.000482503,3.19874e-05,2.87863e-10
1112,361.2,0.000480839,3.19709e-05,2.76514e-10
1113,361.3,0.000479181,3.19545e-05,2.65609e-10
1114,361.4,0.000477529,3.19382e-05,2.55138e-10
1115,361.5,0.000475883,3.19222e-05,2.45075e-10
1116,361.6,0.000474242,3.19063e-05,2.35413e-10
1117,361.7,0.000472607,3.18907e-05,2.26129e-10
1118,361.8,0.000470977,3.18752e-05,2.17211e-10
1119,361.9,0.000469354,3.18599e-05,2.08651e-10
1120,362.0,0.000467735,3.18448e-05,2.00422e-10
1121,362.1,0.000466122,3.18298e-05,1.92517e-10
1122,362.2,0.000464515,3.1815e-05,1.84928e-10
1123,362.3,0.000462913,3.18004e-05,1.77634e-10
1124,362.4,0.000461318,3.1786e-05,1.70631e-10
1125,362.5,0.000459727,3.17717e-05,1.63902e-10
1126,362.6,0.000458142,3.17576e-05,1.5744e-10
1127,362.7,0.000456562,3.17436e-05,1.51231e-10
1128,362.8,0.000454988,3.17298e-05,1.45267e-10
1129,362.9,0.000453419,3.17162e-05,1.3954e-10
1130,363.0,0.000451856,3.17026e-05,1.34038e-10
1131,363.1,0.000450298,3.16893e-05,1.28752e-10
1132,363.2,0.000448745,3.16762e-05,1.23674e-10
