wavelength[nm],relative_response,color
493.32893889230127,0.04294899914575302,red
495.00082395769357,0.0441207027913098,red
495.00082395769357,0.0441207027913098,red
496.6727090230859,0.045298178376007234,red
498.3266168297105,0.04674693510031632,red
499.9985018951028,0.048749797982130104,red
499.9985018951028,0.048749797982130104,red
501.670386960495,0.05075266086394389,red
503.3242947671196,0.05320573499873019,red
504.9961798325119,0.05613788008219245,red
504.9961798325119,0.05613788008219245,red
506.66806489790423,0.0590700251656547,red
508.3399499632965,0.06276983815482653,red
509.9938577699211,0.06633689654376289,red
509.9938577699211,0.06633689654376289,red
511.6657428353134,0.06990395493269926,red
513.3376279007057,0.07418096183593846,red
514.9915357073303,0.0775286865375292,red
514.9915357073303,0.0775286865375292,red
516.6634207727226,0.08087641123911993,red
518.3353058381149,0.08435689054094618,red
520.0071909035071,0.08641170087502603,red
520.0071909035071,0.08641170087502603,red
521.6610987101318,0.08846651120910588,red
523.332983775524,0.08967284648950666,red
525.0048688409163,0.08985177660286754,red
525.0048688409163,0.08985177660286754,red
526.6587766475409,0.09003070671622841,red
528.3306617129332,0.0890725648188766,red
530.0025467783255,0.087491053494332,red
530.0025467783255,0.087491053494332,red
531.6564545849501,0.08591531410892805,red
533.3283396503424,0.08308706392999797,red
535.0002247157347,0.080380024473022,red
535.0002247157347,0.080380024473022,red
536.6721097811269,0.07767298501604603,red
538.3260175877516,0.07399048784429622,red
539.9979026531438,0.07125458869161687,red
539.9979026531438,0.07125458869161687,red
541.6697877185361,0.06851291759979684,red
543.3236955251607,0.06567889548172606,red
544.995580590553,0.06394731373952398,red
544.995580590553,0.06394731373952398,red
546.6674656559453,0.06220996005818118,red
548.3393507213376,0.06092281762981095,red
549.9932585279622,0.06084201048184154,red
549.9932585279622,0.06084201048184154,red
551.6651435933545,0.060755431394731434,red
553.3370286587467,0.060270588506914864,red
554.9909364653713,0.06344515503428538,red
554.9909364653713,0.06344515503428538,red
556.4470944255518,0.06619259806524606,red
558.5504337013679,0.06937293653175727,red
560.0065916615482,0.07987786576778341,red
560.0065916615482,0.07987786576778341,red
561.6604994681727,0.09201625378062021,red
563.3323845335651,0.10762357721700186,red
565.0042695989573,0.1362697111721655,red
565.0042695989573,0.1362697111721655,red
566.6581774055819,0.1649100731881884,red
568.3300624709742,0.20589661302611234,red
570.0019475363665,0.2517373536813428,red
570.0019475363665,0.2517373536813428,red
571.6558553429911,0.2975723223974327,red
573.3277404083834,0.3552743979867477,red
574.9996254737757,0.4112622076512826,red
574.9996254737757,0.4112622076512826,red
576.671510539168,0.46730773670722425,red
578.3254183457926,0.5297023988179069,red
579.9973034111849,0.5879412647473046,red
579.9973034111849,0.5879412647473046,red
581.6691884765771,0.646237850068109,red
583.3230962832017,0.7093828642670792,red
584.9949813485941,0.7609262807932954,red
584.9949813485941,0.7609262807932954,red
586.6668664139863,0.8124696973195116,red
588.3387514793786,0.8623969708863392,red
589.9926592860032,0.8972594832960082,red
589.9926592860032,0.8972594832960082,red
591.6645443513955,0.9321219957056773,red
593.3364294167878,0.9538822062660173,red
594.9903372234124,0.9702167940341239,red
594.9903372234124,0.9702167940341239,red
596.4464951835928,0.9843003255373677,red
598.5498344594089,0.991053494331956,red
600.0059924195892,0.995209290513241,red
600.0059924195892,0.995209290513241,red
601.6599002262138,1.0000000000000002,red
603.3317852916061,0.9992496479117126,red
605.0036703569984,0.998961050954679,red
605.0036703569984,0.998961050954679,red
606.657578163623,0.9986724539976453,red
608.3294632290153,0.9957287650359017,red
610.0013482944076,0.9935354281624458,red
610.0013482944076,0.9935354281624458,red
611.6552561010323,0.9913420912889898,red
613.3271411664246,0.9875903308475519,red
614.9990262318169,0.985801029713943,red
614.9990262318169,0.985801029713943,red
616.670911297209,0.9840117285803341,red
618.3248191038336,0.983607692840487,red
619.996704169226,0.9827996213607926,red
619.996704169226,0.9827996213607926,red
621.6685892346183,0.9819338304896915,red
623.3224970412429,0.9818761110982849,red
624.9943821066352,0.9807794426615568,red
624.9943821066352,0.9807794426615568,red
626.6662671720275,0.9796827742248289,red
628.3381522374198,0.9776625955255931,red
629.9920600440444,0.9761618913490178,red
629.9920600440444,0.9761618913490178,red
631.6639451094367,0.9746611871724427,red
633.335830174829,0.9728718860388338,red
634.9897379814536,0.9717752176021058,red
634.9897379814536,0.9717752176021058,red
636.6616230468458,0.9706785491653779,red
638.3335081122381,0.9705053909911576,red
640.0053931776304,0.9696396001200566,red
640.0053931776304,0.9696396001200566,red
641.659300984255,0.9688315286403623,red
643.3311860496473,0.9682543347262949,red
645.0030711150396,0.9666381917669061,red
645.0030711150396,0.9666381917669061,red
646.6569789216642,0.9650797681989242,red
648.3288639870564,0.9629441507168751,red
650.0007490524488,0.9600581811465382,red
650.0007490524488,0.9600581811465382,red
651.6546568590733,0.9571144921847947,red
653.3265419244656,0.9538244868746105,red
654.9984269898579,0.9492069355620717,red
654.9984269898579,0.9492069355620717,red
656.6703120552502,0.9446471036409395,red
658.3242198618748,0.9396832359799601,red
659.9961049272671,0.932468312054118,red
659.9961049272671,0.932468312054118,red
661.6679899926594,0.9253111075196825,red
663.321897799284,0.9156142497633508,red
664.9937828646762,0.9060905501812392,red
664.9937828646762,0.9060905501812392,red
666.6656679300686,0.8965091312077208,red
668.3375529954608,0.8853692886662206,red
669.9914608020854,0.8752106757786349,red
669.9914608020854,0.8752106757786349,red
671.6633458674777,0.8650520628910492,red
673.33523093287,0.8543739754808027,red
674.9891387394946,0.8451965922471317,red
674.9891387394946,0.8451965922471317,red
676.6610238048869,0.8360769284048672,red
678.3329088702792,0.8278807748251106,red
680.0047939356714,0.8202618151594214,red
680.0047939356714,0.8202618151594214,red
681.658701742296,0.8126428554937322,red
683.3305868076883,0.8051970540022629,red
685.0024718730806,0.799482834252996,red
685.0024718730806,0.799482834252996,red
686.6563796797052,0.7937108951123224,red
688.3282647450975,0.7888624662341565,red
690.0001498104898,0.7859187772724129,red
690.0001498104898,0.7859187772724129,red
691.6540576171144,0.7829750883106694,red
693.3259426825066,0.7818784198739414,red
694.997827747899,0.7817629810911279,red
694.997827747899,0.7817629810911279,red
696.6697128132912,0.7816475423083143,red
698.3236206199158,0.7829750883106694,red
699.9955056853081,0.7853415833583456,red
699.9955056853081,0.7853415833583456,red
701.6673907507004,0.7877080784060217,red
703.321298557325,0.7918061551959001,red
704.9931836227173,0.7959042319857785,red
704.9931836227173,0.7959042319857785,red
706.6650686881096,0.8000023087756569,red
708.3369537535019,0.8055433703507036,red
709.9908615601264,0.8098146053148021,red
709.9908615601264,0.8098146053148021,red
711.6627466255188,0.8140858402789007,red
713.334631690911,0.8185879528086262,red
714.9885394975356,0.8215316417703697,red
714.9885394975356,0.8215316417703697,red
716.660424562928,0.8244753307321133,red
718.3323096283202,0.8273035809110435,red
719.9862174349448,0.8275344584766704,red
719.9862174349448,0.8275344584766704,red
721.6581025003371,0.8277653360422973,red
723.3299875657294,0.8256874379516548,red
725.0018726311216,0.8229746265555382,red
725.0018726311216,0.8229746265555382,red
726.6557804377462,0.8203195345508282,red
728.3276655031386,0.8161637383695431,red
729.9995505685308,0.8115461870570043,red
729.9995505685308,0.8115461870570043,red
731.6534583751554,0.8068709163530586,red
733.3253434405478,0.8005795026897242,red
734.99722850594,0.7950961605060843,red
734.99722850594,0.7950961605060843,red
736.6691135713323,0.789670537713851,red
738.3230213779569,0.7840140373559908,red
739.9949064433492,0.7787615727379776,red
739.9949064433492,0.7787615727379776,red
741.6667915087415,0.7735091081199647,red
743.320699315366,0.7673908526308505,red
744.9925843807584,0.7635236534065991,red
744.9925843807584,0.7635236534065991,red
746.6644694461506,0.7596564541823478,red
748.336354511543,0.7582134693971794,red
749.9902623181677,0.7555006580010628,red
749.9902623181677,0.7555006580010628,red
751.6621473835598,0.7527878466049461,red
753.3340324489521,0.7503059127744565,red
754.9879402555769,0.7473622238127129,red
754.9879402555769,0.7473622238127129,red
756.659825320969,0.7443608154595626,red
758.3317103863612,0.741417126497819,red
759.985618192986,0.737665366056381,red
759.985618192986,0.737665366056381,red
761.6575032583783,0.7339136056149431,red
763.3293883237706,0.729988686999285,red
765.0012733891627,0.724967099946899,red
765.0012733891627,0.724967099946899,red
766.6551811957875,0.7199455128945128,red
768.3270662611797,0.713769538013992,red
769.9989513265718,0.7075935631334712,red
769.9989513265718,0.7075935631334712,red
771.6528591331966,0.7014175882529503,red
773.3247441985889,0.6944912612841418,red
774.996629263981,0.6879689700551805,red
774.996629263981,0.6879689700551805,red
776.6685143293732,0.6813889594348126,red
778.322422135998,0.6745203518574108,red
779.9943072013901,0.66834437697689,red
779.9943072013901,0.66834437697689,red
781.6661922667824,0.6621106827049623,red
783.320100073407,0.6565119017385088,red
784.9919851387992,0.6508554013806487,red
784.9919851387992,0.6508554013806487,red
786.6638702041917,0.6451989010227884,red
788.3357552695838,0.6397155588391483,red
789.9896630762084,0.6343476554383217,red
789.9896630762084,0.6343476554383217,red
791.6615481416006,0.6289797520374952,red
793.333433206993,0.6239004455937024,red
794.9873410136175,0.6185325421928758,red
794.9873410136175,0.6185325421928758,red
796.6592260790098,0.6131646387920492,red
798.3311111444021,0.6072195414771553,red
799.9850189510266,0.6021402350333624,red
799.9850189510266,0.6021402350333624,red
801.6569040164189,0.5970609285895696,red
803.3287890818112,0.5923856578856239,red
805.0006741472035,0.5880567035301186,red
805.0006741472035,0.5880567035301186,red
806.6545819538283,0.5837277491746133,red
808.3264670192204,0.5799182693417687,red
809.9983520846126,0.5761087895089241,red
809.9983520846126,0.5761087895089241,red
811.6522598912372,0.5723570290674862,red
813.3241449566297,0.5690093043658955,red
814.9960300220218,0.565372982707271,red
814.9960300220218,0.565372982707271,red
816.667915087414,0.5617366610486465,red
818.3218228940387,0.5582157781728355,red
819.9937079594309,0.5544640177313978,red
819.9937079594309,0.5544640177313978,red
821.6655930248232,0.5506545378985531,red
823.3195008314478,0.5471913744141489,red
824.99138589684,0.5427469812758301,red
824.99138589684,0.5427469812758301,red
826.6632709622323,0.5382448687461047,red
828.3351560276246,0.5331655623023118,red
829.9890638342492,0.5276822201186717,red
829.9890638342492,0.5276822201186717,red
831.6609488996414,0.5221411585436249,red
833.3328339650337,0.5157920254888838,red
834.9867417716583,0.5096737699997697,red
834.9867417716583,0.5096737699997697,red
836.6586268370506,0.5034977951192489,red
838.3305119024428,0.4970332232816943,red
840.0023969678352,0.4908572484011735,red
840.0023969678352,0.4908572484011735,red
841.6563047744598,0.48462355412924585,red
843.328189839852,0.47850529864013186,red
845.0000749052442,0.4724447625424244,red
845.0000749052442,0.4724447625424244,red
846.6539827118689,0.46638422644471694,red
848.3258677772612,0.46038140973841635,red
849.9977528426534,0.45449403181492914,red
849.9977528426534,0.45449403181492914,red
851.651660649278,0.44866437328284875,red
853.3235457146704,0.4429501535335817,red
854.9954307800626,0.43740909195853506,red
854.9954307800626,0.43740909195853506,red
856.6673158454548,0.4318103109920816,red
858.3212236520794,0.4265001269826617,red
859.9931087174716,0.4211322235818353,red
859.9931087174716,0.4211322235818353,red
861.664993782864,0.41582203957241537,red
863.3189015894886,0.4106850137372159,red
864.9907866548808,0.4054902685106095,red
864.9907866548808,0.4054902685106095,red
866.6626717202731,0.40029552328400314,red
868.3345567856654,0.39510077805739696,red
869.98846459229,0.3900791910050108,red
869.98846459229,0.3900791910050108,red
871.6603496576822,0.38505760395262467,red
873.3322347230746,0.37997829750883183,red
874.986142529699,0.3751875880220726,red
874.986142529699,0.3751875880220726,red
876.6580275950914,0.3703968785353135,red
878.3299126604836,0.3657793272227745,red
879.9838204671082,0.3613349340844557,red
879.9838204671082,0.3613349340844557,red
881.6557055325005,0.35683282155473023,red
883.3275905978928,0.35267702537344514,red
884.999475663285,0.3483480710179399,red
884.999475663285,0.3483480710179399,red
886.6533834699097,0.3440191166624346,red
888.325268535302,0.3395747235241159,red
889.9971536006942,0.33518804977720384,red
889.9971536006942,0.33518804977720384,red
891.6510614073188,0.3308013760302918,red
893.3229464727111,0.3265878604576001,red
894.9948315381033,0.3220857479278746,red
894.9948315381033,0.3220857479278746,red
896.6667166034956,0.3175836353981491,red
898.3206244101202,0.3130988386858456,red
899.9925094755124,0.30823886592939836,red
899.9925094755124,0.30823886592939836,red
901.6643945409048,0.3033788931729511,red
903.3183023475294,0.2981610601897821,red
904.9901874129216,0.29290859557176896,red
904.9901874129216,0.29290859557176896,red
906.6620724783138,0.2876561309537559,red
908.3339575437062,0.28203426223073974,red
909.9878653503307,0.2767240782213199,red
909.9878653503307,0.2767240782213199,red
911.659750415723,0.2714081222727594,red
913.3316354811153,0.266144113776465,red
914.9855432877399,0.26104171957610944,red
914.9855432877399,0.26104171957610944,red
916.6574283531321,0.2559393253757539,red
918.3293134185244,0.25072726433172554,red
920.0011984839167,0.24610971301918658,red
920.0011984839167,0.24610971301918658,red
921.6551062905414,0.24149216170664764,red
923.3269913559336,0.2371112598988763,red
924.9988764213258,0.23333063976173501,red
924.9988764213258,0.23333063976173501,red
926.6527842279505,0.22955001962459373,red
928.3246692933428,0.22645048830605202,red
929.996554358735,0.223425992196339,red
929.996554358735,0.223425992196339,red
931.6504621653596,0.22040149608662596,red
933.3223472307519,0.21787915868215157,red
934.9942322961441,0.21518366310345696,red
934.9942322961441,0.21518366310345696,red
936.6661173615364,0.21248816752476235,red
938.320025168161,0.20989079491145918,red
939.9919102335532,0.20724724678503062,red
939.9919102335532,0.20724724678503062,red
941.6637952989455,0.2046094705977428,red
943.3177031055702,0.20224297555006648,red
944.9895881709624,0.19934546210144832,red
944.9895881709624,0.19934546210144832,red
946.6614732363547,0.19644794865283016,red
948.3333583017469,0.19342345254311713,red
949.9872661083715,0.18986216609332143,red
949.9872661083715,0.18986216609332143,red
951.6591511737638,0.18630087964352574,red
953.3310362391561,0.18227783806247613,red
954.9849440457806,0.17798351534181492,red
954.9849440457806,0.17798351534181492,red
956.6568291111729,0.17368342068201298,red
958.3287141765652,0.16878881629072168,red
960.0005992419575,0.16409045783021334,red
960.0005992419575,0.16409045783021334,red
961.6545070485821,0.15938632743056427,red
963.3263921139744,0.15447440722185096,red
964.9982771793666,0.14976450488306123,red
964.9982771793666,0.14976450488306123,red
966.6521849859913,0.14506037448341216,red
968.3240700513835,0.1402754369357936,red
969.9959551167757,0.1358541315540376,red
969.9959551167757,0.1358541315540376,red
971.6498629234004,0.13143859811142222,red
973.3217479887927,0.12707501212107292,red
974.9936330541849,0.12324821647080628,red
974.9936330541849,0.12324821647080628,red
976.6655181195772,0.11941564888139893,red
978.3194259262018,0.11595248539699474,red
979.991310991594,0.11288758571329698,red
979.991310991594,0.11288758571329698,red
981.6631960569863,0.1098226860295992,red
983.3171038636109,0.10724840117285879,red
984.9889889290031,0.10484150255119784,red
984.9889889290031,0.10484150255119784,red
986.6608739943954,0.1024403758686776,red
988.3327590597877,0.10046637268256717,red
989.9866668664122,0.09845773786161272,red
989.9866668664122,0.09845773786161272,red
991.6585519318046,0.09645487497979893,red
993.3304369971968,0.09414609932352946,red
994.9843448038214,0.0928012375037525,red
994.9843448038214,0.0928012375037525,red
996.6562298692137,0.09146214762311622,red
998.328114934606,0.09120818230092655,red
999.9999999999983,0.0904116546995136,red
400.0,0.06222727587560316,green
401.666491887762,0.06164431002239512,green
403.332983775524,0.06148846766559692,green
404.9994756632859,0.06048992219426036,green
404.9994756632859,0.06048992219426036,green
406.6659675510479,0.0594971486620645,green
408.3324594388099,0.05770784752845564,green
409.9989513265719,0.05624754692586519,green
409.9989513265719,0.05624754692586519,green
411.6672409402106,0.05479301826241541,green
413.3337328279726,0.05299217325052523,green
415.0002247157346,0.05175120633528036,green
415.0002247157346,0.05175120633528036,green
416.6667166034966,0.0505102394200355,green
418.3332084912586,0.04948283425299559,green
419.9997003790205,0.04880174543439609,green
419.9997003790205,0.04880174543439609,green
421.6661922667825,0.04812065661579658,green
423.3326841545445,0.047618497910557986,green
424.9991760423065,0.04766467342368335,green
424.9991760423065,0.04766467342368335,green
426.6656679300685,0.047710848936808756,green
428.3321598178304,0.04832267448572014,green
430.0004494314692,0.04909034239142975,green
430.0004494314692,0.04909034239142975,green
431.66694131923117,0.04985801029713937,green
433.33343320699316,0.05119132823863497,green
434.9999250947551,0.05227645279708164,green
434.9999250947551,0.05227645279708164,green
436.66641698251715,0.0533615773555283,green
438.3329088702791,0.0543428070094428,green
439.9994007580411,0.05560108974210969,green
439.9994007580411,0.05560108974210969,green
441.66589264580307,0.05686514441391724,green
443.332384533565,0.05777711079814369,green
444.99887642132705,0.05984346501050486,green
444.99887642132705,0.05984346501050486,green
446.66536830908905,0.061904047283725366,green
448.331860196851,0.06387805046983576,green
449.998352084613,0.06798767113799546,green
449.998352084613,0.06798767113799546,green
451.66664169825174,0.07209729180615515,green
453.33313358601373,0.07560663080368474,green
454.99962547377567,0.08448964514118157,green
454.99962547377567,0.08448964514118157,green
456.66611736153766,0.09337843141781907,green
458.33260924929965,0.10363516727079625,green
459.99910113706164,0.12129152910211707,green
459.99910113706164,0.12129152910211707,green
461.66559302482364,0.1389478909334379,green
463.33208491258563,0.16200101586128868,green
464.99857680034756,0.19043358806824734,green
464.99857680034756,0.19043358806824734,green
466.6650686881096,0.218866160275206,green
468.33156057587155,0.2553217278877011,green
469.9998501895103,0.29189273428300966,green
469.9998501895103,0.29189273428300966,green
471.6663420772723,0.32849260037402156,green
473.33283396503424,0.3697042458384318,green
474.99932585279623,0.4098769422575208,green
474.99932585279623,0.4098769422575208,green
476.6658177405583,0.45004963867660963,green
478.3323096283202,0.4941472537113568,green
479.9988015160822,0.5329924041280908,green
479.9988015160822,0.5329924041280908,green
481.6652934038442,0.5718952739362315,green
483.33178529160614,0.6099323528732713,green
485.0054680828752,0.6430055641493315,green
485.0054680828752,0.6430055641493315,green
486.65937588949987,0.6760787754253917,green
488.3312609548921,0.7062082977397085,green
490.00314602028436,0.7313162330016392,green
490.00314602028436,0.7313162330016392,green
491.657053826909,0.7564241682635697,green
493.32893889230127,0.7760487613418604,green
495.00082395769357,0.7937108951123218,green
495.00082395769357,0.7937108951123218,green
496.6727090230859,0.8113153094913768,green
498.3266168297105,0.824821647080553,green
499.9985018951028,0.8371158774501882,green
499.9985018951028,0.8371158774501882,green
501.670386960495,0.8494101078198232,green
503.3242947671196,0.8584143328792742,green
504.9961798325119,0.8675917161129453,green
504.9961798325119,0.8675917161129453,green
506.66806489790423,0.8767690993466165,green
508.3399499632965,0.8848498141435598,green
509.9938577699211,0.892237896243622,green
509.9938577699211,0.892237896243622,green
511.6657428353134,0.8996259783436844,green
513.3376279007057,0.9067831828781199,green
514.9915357073303,0.9118624893219127,green
514.9915357073303,0.9118624893219127,green
516.6634207727226,0.9169417957657056,green
518.3353058381149,0.9200009235102626,green
520.0071909035071,0.922771454297786,green
520.0071909035071,0.922771454297786,green
521.6610987101318,0.9255419850853093,green
523.332983775524,0.926927250479071,green
525.0048688409163,0.9286011128298663,green
525.0048688409163,0.9286011128298663,green
526.6587766475409,0.930217255789255,green
528.3306617129332,0.9317179599658301,green
530.0025467783255,0.9327569090111514,green
530.0025467783255,0.9327569090111514,green
531.6564545849501,0.9337958580564727,green
533.3283396503424,0.9350656846674209,green
535.0002247157347,0.9347193683189804,green
535.0002247157347,0.9347193683189804,green
536.6721097811269,0.9344307713619466,green
538.3260175877516,0.9326414702283379,green
539.9979026531438,0.9309098884861358,green
539.9979026531438,0.9309098884861358,green
541.6697877185361,0.929120587352527,green
543.3236955251607,0.9268695310876642,green
544.995580590553,0.9240412809087342,green
544.995580590553,0.9240412809087342,green
546.6674656559453,0.9212707501212108,green
548.3393507213376,0.9182116223766538,green
549.9932585279622,0.9141135455867754,green
549.9932585279622,0.9141135455867754,green
551.6651435933545,0.910015468796897,green
553.3370286587467,0.9048207235702906,green
554.9909364653713,0.8994528201694643,green
554.9909364653713,0.8994528201694643,green
556.6628215307637,0.8941426361600445,green
558.3347065961559,0.888543855193591,green
560.0065916615482,0.8819638445732229,green
560.0065916615482,0.8819638445732229,green
561.6604994681727,0.8753838339528549,green
563.3323845335651,0.8679957518527927,green
565.0042695989573,0.8599727564472561,green
565.0042695989573,0.8599727564472561,green
566.6581774055819,0.8518920416503128,green
568.3300624709742,0.8430032553736754,green
570.0019475363665,0.833652713965784,green
570.0019475363665,0.833652713965784,green
571.6558553429911,0.8243021725578926,green
573.3277404083834,0.8150670699328146,green
574.9996254737757,0.8039272273913144,green
574.9996254737757,0.8039272273913144,green
576.671510539168,0.792845104241221,green
578.3254183457926,0.78118578717706,green
579.9973034111849,0.7669868168910027,green
579.9973034111849,0.7669868168910027,green
581.6691884765771,0.7527878466049454,green
583.3230962832017,0.7365686976196523,green
584.9949813485941,0.7187911250663773,green
584.9949813485941,0.7187911250663773,green
586.6668664139863,0.7010135525131023,green
588.3387514793786,0.6808694849121512,green
589.9926592860032,0.6602636621799459,green
589.9926592860032,0.6602636621799459,green
591.6645443513955,0.6396578394477408,green
593.3364294167878,0.6177821901045873,green
594.9903372234124,0.5951561886731466,green
594.9903372234124,0.5951561886731466,green
596.6622222888047,0.5725879066331124,green
598.334107354197,0.5483457622422829,green
600.0059924195892,0.5248539699397409,green
600.0059924195892,0.5248539699397409,green
601.6599002262138,0.5013044582457921,green
603.3317852916061,0.47671599750652216,green
605.0036703569984,0.454147715466488,green
605.0036703569984,0.454147715466488,green
606.657578163623,0.4316371528178606,green
608.3294632290153,0.40947290651767354,green
610.0013482944076,0.38973287465656953,green
610.0013482944076,0.38973287465656953,green
611.6552561010323,0.3699928427954654,green
613.3271411664246,0.35181123450234336,green
614.9990262318169,0.33570752429986367,green
614.9990262318169,0.33570752429986367,green
616.670911297209,0.31960381409738403,green
618.3248191038336,0.305364440237342,green
619.996704169226,0.29297208690231563,green
619.996704169226,0.29297208690231563,green
621.6685892346183,0.28057973356728916,green
623.3224970412429,0.27047884007111017,green
624.9943821066352,0.2613476323505644,green
624.9943821066352,0.2613476323505644,green
626.6662671720275,0.25221065269087795,green
628.3381522374198,0.2450476762173019,green
629.9920600440444,0.2381790686399002,green
629.9920600440444,0.2381790686399002,green
631.6639451094367,0.23130468912335783,green
633.335830174829,0.22557315355666888,green
634.9897379814536,0.22012444300787287,green
634.9897379814536,0.22012444300787287,green
636.6616230468458,0.2146757324590769,green
638.3335081122381,0.20980421582434833,green
640.0053931776304,0.20548103340798365,green
640.0053931776304,0.20548103340798365,green
641.659300984255,0.2011520790524784,green
643.3311860496473,0.19725024819338297,green
645.0030711150396,0.19416803269226324,green
645.0030711150396,0.19416803269226324,green
646.6569789216642,0.19109158913028415,green
648.3288639870564,0.18840763742987088,green
650.0007490524488,0.18700505621868718,green
650.0007490524488,0.18700505621868718,green
651.6546568590733,0.18560247500750351,green
653.3265419244656,0.18515226375453095,green
654.9984269898579,0.185752545425161,green
654.9984269898579,0.185752545425161,green
656.6703120552502,0.18635282709579107,green
658.3242198618748,0.18800360169002375,green
659.9961049272671,0.19060097430332693,green
659.9961049272671,0.19060097430332693,green
661.6679899926594,0.19320411885577074,green
663.321897799284,0.19691547572322393,green
664.9937828646762,0.20135409692240203,green
664.9937828646762,0.20135409692240203,green
666.6656679300686,0.20579271812158015,green
668.3375529954608,0.21136841133147088,green
669.9914608020854,0.21724424537667672,green
669.9914608020854,0.21724424537667672,green
671.6633458674777,0.22312007942188256,green
673.33523093287,0.2296481425899845,green
674.9891387394946,0.236609101193637,green
674.9891387394946,0.236609101193637,green
676.6610238048869,0.24357005979728952,green
678.3329088702792,0.2511659317064161,green
680.0047939356714,0.25901576893773237,green
680.0047939356714,0.25901576893773237,green
681.658701742296,0.2668598342299079,green
683.3305868076883,0.2753792164015422,green
685.0024718730806,0.28368503682497176,green
685.0024718730806,0.28368503682497176,green
686.6563796797052,0.29199085724840124,green
688.3282647450975,0.3006199062637084,green
690.0001498104898,0.3088622353565904,green
690.0001498104898,0.3088622353565904,green
691.6540576171144,0.3171218802668945,green
693.3259426825066,0.32566435019509155,green
694.997827747899,0.33316787107796736,green
694.997827747899,0.33316787107796736,green
696.6697128132912,0.3406713919608431,green
698.3236206199158,0.34800175466949873,green
699.9955056853081,0.35394685198439263,green
699.9955056853081,0.35394685198439263,green
701.6673907507004,0.35994966869069334,green
703.321298557325,0.36508669452589293,green
704.9931836227173,0.36889617435873756,green
704.9931836227173,0.36889617435873756,green
706.6650686881096,0.3727633735829889,green
708.3369537535019,0.37536074619629217,green
709.9908615601264,0.3769768891556808,green
709.9908615601264,0.3769768891556808,green
711.6627466255188,0.3786507515064761,green
713.334631690911,0.3787084708978828,green
714.9885394975356,0.37876619028928965,green
714.9885394975356,0.37876619028928965,green
716.660424562928,0.37882390968069635,green
718.3323096283202,0.3781312769838155,green
719.9862174349448,0.3772654861127144,green
719.9862174349448,0.3772654861127144,green
721.6581025003371,0.3764574146330201,green
723.3299875657294,0.37478355228222465,green
725.0018726311216,0.3739177614111237,green
725.0018726311216,0.3739177614111237,green
726.6557804377462,0.37299425114861595,green
728.3276655031386,0.37195530210329464,green
